,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
5426,11.0,8.0,131.0,40460.0,35200.0,125.0,352.0,114.9431818181818,9.375,33.0,80.0
7903,16.0,8.0,133.0,23160.0,19500.0,42.0,195.0,118.76923076923076,4.615384615384616,9.0,82.0
7992,17.0,4.0,123.0,51150.0,40000.0,56.0,400.0,127.875,6.0,24.0,72.0
7993,17.0,4.0,124.0,47050.0,34900.0,56.0,349.0,134.8137535816619,6.0171919770773625,21.0,73.0
7994,17.0,4.0,125.0,49080.0,35900.0,56.0,359.0,136.7130919220056,6.128133704735376,22.0,74.0
7995,17.0,4.0,126.0,46520.0,32200.0,56.0,322.0,144.47204968944098,6.521739130434782,21.0,75.0
7996,17.0,4.0,127.0,41590.0,29000.0,56.0,290.0,143.41379310344828,6.551724137931035,19.0,76.0
7997,17.0,4.0,128.0,40650.0,28100.0,56.0,281.0,144.66192170818502,6.761565836298933,19.0,77.0
7998,17.0,4.0,129.0,37950.0,25600.0,56.0,256.0,148.2421875,7.03125,18.0,78.0
7999,17.0,4.0,130.0,39560.0,26400.0,56.0,264.0,149.84848484848484,6.8181818181818175,18.0,79.0
8000,17.0,4.0,131.0,34630.0,22000.0,56.0,220.0,157.4090909090909,7.272727272727272,16.0,80.0
8001,17.0,4.0,132.0,34630.0,23600.0,56.0,236.0,146.73728813559322,6.779661016949151,16.0,81.0
8002,17.0,4.0,133.0,33030.0,22700.0,56.0,227.0,145.5066079295154,7.048458149779735,16.0,82.0
8003,17.0,4.0,134.0,24570.0,19200.0,56.0,192.0,127.96875,7.291666666666668,14.0,83.0
8004,17.0,4.0,135.0,30650.0,18100.0,56.0,181.0,169.33701657458562,8.287292817679559,15.0,84.0
8006,17.0,4.0,137.0,23690.0,15700.0,56.0,157.0,150.8917197452229,8.280254777070063,13.0,86.0
8007,17.0,4.0,138.0,24570.0,16200.0,56.0,162.0,151.66666666666666,8.641975308641975,14.0,87.0
8008,17.0,4.0,139.0,19560.0,15900.0,56.0,159.0,123.0188679245283,7.547169811320754,12.0,88.0
8011,17.0,4.0,142.0,25540.0,14300.0,56.0,143.0,178.60139860139859,9.090909090909092,13.0,91.0
8093,17.0,5.0,125.0,54730.0,48000.0,56.0,480.0,114.02083333333331,5.208333333333334,25.0,74.0
8094,17.0,5.0,126.0,51970.0,45600.0,56.0,456.0,113.96929824561406,5.263157894736842,24.0,75.0
8095,17.0,5.0,127.0,52440.0,42000.0,56.0,420.0,124.85714285714286,5.952380952380952,25.0,76.0
8096,17.0,5.0,128.0,51930.0,41600.0,56.0,416.0,124.83173076923076,5.769230769230768,24.0,77.0
8097,17.0,5.0,129.0,50880.0,35300.0,56.0,353.0,144.1359773371105,6.515580736543909,23.0,78.0
8098,17.0,5.0,130.0,47500.0,36300.0,56.0,363.0,130.85399449035813,6.0606060606060606,22.0,79.0
8099,17.0,5.0,131.0,48790.0,35200.0,56.0,352.0,138.60795454545453,6.534090909090909,23.0,80.0
8100,17.0,5.0,132.0,45170.0,33900.0,56.0,339.0,133.24483775811208,6.1946902654867255,21.0,81.0
8101,17.0,5.0,133.0,44190.0,29500.0,56.0,295.0,149.79661016949154,6.779661016949151,20.0,82.0
