,pred_3,pred_5,pred_7,pred_12,pred_13,pred_14,pred_21,result_com,year,month,num_date,range_date,season,right_pred
450,,,,,,,,,2012,6,2,6,su,0
451,,,,,,,,,2012,6,2,6,su,0
452,,,,,,,,,2012,6,2,6,su,0
453,,,,,,,,,2012,6,2,6,su,0
454,,,,,,,,,2012,6,2,6,su,0
455,,,,,,,,,2012,6,2,6,su,0
456,,,,,,,,,2012,6,2,6,su,0
457,,,,,,,,,2012,6,2,6,su,0
458,,,,,,,,,2012,6,2,6,su,0
459,,,,,,,,,2012,6,3,6,su,0
460,,,,,,,,,2012,6,3,6,su,0
461,,,,,,,,,2012,6,3,6,su,0
462,,,,,,,,,2012,6,3,6,su,0
463,,,,,,,,,2012,6,3,6,su,0
464,,,,,,,,,2012,6,3,6,su,0
465,,,,,,,,,2012,6,3,6,su,0
466,,,,,,,,,2012,6,3,6,su,0
467,,,,,,,,,2012,6,3,6,su,0
468,,,,,,,,,2012,6,3,6,su,0
469,,,,,,,,,2012,6,3,6,su,0
470,,,,,,,,,2012,6,3,6,su,0
471,,,,,,,,,2012,6,4,6,su,0
472,,,,,,,,,2012,6,4,6,su,0
473,,,,,,,,,2012,6,4,6,su,0
474,,,,,,,,,2012,6,4,6,su,0
475,,,,,,,,,2012,6,4,6,su,0
476,,,,,,,,,2012,6,4,6,su,0
477,,,,,,,,,2012,6,4,6,su,0
478,,,,,,,,,2012,6,4,6,su,0
479,,,,,,,,,2012,6,4,6,su,0
480,,,,,,,,,2012,6,4,6,su,0
481,,,,,,,,,2012,6,4,6,su,0
482,,,,,,,,,2012,6,5,6,su,0
483,,,,,,,,,2012,6,5,6,su,0
484,,,,,,,,,2012,6,5,6,su,0
485,,,,,,,,,2012,6,5,6,su,0
486,,,,,,,,,2012,6,5,6,su,0
487,,,,,,,,,2012,6,5,6,su,0
488,,,,,,,,,2012,6,5,6,su,0
489,,,,,,,,,2012,6,5,6,su,0
490,,,,,,,,,2012,6,5,6,su,0
491,,,,,,,,,2012,6,5,6,su,0
492,,,,,,,,,2012,6,5,6,su,0
493,,,,,,,,,2012,6,5,6,su,0
494,,,,,,,,,2012,6,6,6,su,0
495,,,,,,,,,2012,6,6,6,su,0
496,,,,,,,,,2012,6,6,6,su,0
497,,,,,,,,,2012,6,6,6,su,0
498,,,,,,,,,2012,6,6,6,su,0
499,,,,,,,,,2012,6,6,6,su,0
500,,,,,,,,,2012,6,6,6,su,0
501,,,,,,,,,2012,6,6,6,su,0
502,,,,,,,,,2012,6,6,6,su,0
503,,,,,,,,,2012,6,6,6,su,0
504,,,,,,,,,2012,6,6,6,su,0
505,,,,,,,,,2012,6,6,6,su,0
506,,,,,,,,,2012,6,1,5,su,0
507,,,,,,,,,2012,6,1,5,su,0
508,,,,,,,,,2012,6,1,5,su,0
509,,,,,,,,,2012,6,1,5,su,0
510,,,,,,,,,2012,6,1,5,su,0
511,,,,,,,,,2012,6,1,5,su,0
512,,,,,,,,,2012,6,1,5,su,0
513,,,,,,,,,2012,6,1,5,su,0
514,,,,,,,,,2012,6,1,5,su,0
515,,,,,,,,,2012,6,1,5,su,0
516,,,,,,,,,2012,6,2,5,su,0
517,,,,,,,,,2012,6,2,5,su,0
518,,,,,,,,,2012,6,2,5,su,0
519,,,,,,,,,2012,6,2,5,su,0
520,,,,,,,,,2012,6,2,5,su,0
521,,,,,,,,,2012,6,2,5,su,0
522,,,,,,,,,2012,6,2,5,su,0
523,,,,,,,,,2012,6,2,5,su,0
524,,,,,,,,,2012,6,2,5,su,0
525,,,,,,,,,2012,6,2,5,su,0
526,,,,,,,,,2012,6,2,5,su,0
527,,,,,,,,,2012,6,2,5,su,0
528,,,,,,,,,2012,6,3,5,su,0
529,,,,,,,,,2012,6,3,5,su,0
530,,,,,,,,,2012,6,3,5,su,0
531,,,,,,,,,2012,6,3,5,su,0
532,,,,,,,,,2012,6,3,5,su,0
533,,,,,,,,,2012,6,3,5,su,0
534,,,,,,,,,2012,6,3,5,su,0
535,,,,,,,,,2012,6,3,5,su,0
536,,,,,,,,,2012,6,3,5,su,0
537,,,,,,,,,2012,6,3,5,su,0
538,,,,,,,,,2012,6,3,5,su,0
539,,,,,,,,,2012,7,4,5,su,0
540,,,,,,,,,2012,7,4,5,su,0
541,,,,,,,,,2012,7,4,5,su,0
542,,,,,,,,,2012,7,4,5,su,0
543,,,,,,,,,2012,7,4,5,su,0
