,pred_3,pred_4,pred_5,pred_7,pred_13,pred_14,result_com,date,year,month,day,num_date,range_date,season,right_pred
15513,0,0,0,0,0,0,6,2019-05-28,2019,5,28,4,5,sp,0
15514,0,0,0,0,0,0,9,2019-05-28,2019,5,28,4,5,sp,0
15515,0,0,1,1,1,1,13,2019-05-28,2019,5,28,4,5,sp,1
15516,0,0,0,0,0,0,5,2019-05-28,2019,5,28,4,5,sp,0
15517,1,0,0,0,1,0,3,2019-05-28,2019,5,28,4,5,sp,1
15518,0,0,0,0,0,0,25,2019-05-28,2019,5,28,4,5,sp,0
15519,0,0,0,0,0,0,73,2019-05-28,2019,5,28,4,5,sp,0
15520,0,1,0,0,0,0,1,2019-05-28,2019,5,28,4,5,sp,0
15521,0,0,0,0,0,0,5,2019-05-28,2019,5,28,4,5,sp,0
15522,0,0,0,0,0,0,1,2019-05-28,2019,5,28,4,5,sp,0
15523,0,0,0,0,0,0,1,2019-05-28,2019,5,28,4,5,sp,0
15524,0,0,0,0,0,0,5,2019-05-28,2019,5,28,4,5,sp,0
15525,0,0,0,0,0,0,10,2019-05-29,2019,5,29,5,5,sp,0
15526,0,0,0,0,0,0,21,2019-05-29,2019,5,29,5,5,sp,0
15527,0,0,1,1,1,0,41,2019-05-29,2019,5,29,5,5,sp,0
15528,0,0,0,0,0,0,9,2019-05-29,2019,5,29,5,5,sp,0
15529,1,1,0,0,1,0,24,2019-05-29,2019,5,29,5,5,sp,0
15530,0,0,0,0,0,0,27,2019-05-29,2019,5,29,5,5,sp,0
15531,0,0,0,0,0,0,19,2019-05-29,2019,5,29,5,5,sp,0
15532,0,0,0,0,0,0,20,2019-05-29,2019,5,29,5,5,sp,0
15533,0,0,0,0,0,0,6,2019-05-29,2019,5,29,5,5,sp,0
15534,0,0,0,0,0,0,9,2019-05-29,2019,5,29,5,5,sp,0
15535,0,0,0,0,0,0,6,2019-05-29,2019,5,29,5,5,sp,0
15536,0,0,0,0,0,0,1,2019-05-29,2019,5,29,5,5,sp,0
15537,0,1,0,0,0,0,2,2019-06-10,2019,6,10,1,6,su,0
15538,0,0,0,0,0,0,10,2019-06-10,2019,6,10,1,6,su,0
15539,0,0,0,0,1,0,108,2019-06-10,2019,6,10,1,6,su,0
15540,0,0,1,0,0,0,5,2019-06-10,2019,6,10,1,6,su,1
15541,1,1,0,0,1,0,1,2019-06-10,2019,6,10,1,6,su,0
15542,0,0,0,0,0,0,13,2019-06-10,2019,6,10,1,6,su,0
15543,0,0,0,0,0,0,12,2019-06-10,2019,6,10,1,6,su,0
15544,1,1,1,0,1,1,3,2019-06-10,2019,6,10,1,6,su,1
15545,0,0,0,0,0,0,15,2019-06-10,2019,6,10,1,6,su,0
15546,0,0,0,0,0,0,7,2019-06-10,2019,6,10,1,6,su,0
15547,0,0,0,0,1,1,14,2019-06-10,2019,6,10,1,6,su,1
15548,0,0,0,0,0,0,19,2019-06-11,2019,6,11,2,6,su,0
15549,0,0,0,0,0,0,12,2019-06-11,2019,6,11,2,6,su,0
15550,0,0,1,1,0,0,7,2019-06-11,2019,6,11,2,6,su,1
15551,0,0,0,0,1,0,9,2019-06-11,2019,6,11,2,6,su,0
15552,0,1,0,0,0,0,4,2019-06-11,2019,6,11,2,6,su,1
15553,0,0,0,0,0,0,48,2019-06-11,2019,6,11,2,6,su,0
15554,1,0,0,0,0,0,7,2019-06-11,2019,6,11,2,6,su,0
15555,0,0,1,1,1,1,55,2019-06-11,2019,6,11,2,6,su,0
15556,0,0,0,0,0,0,29,2019-06-11,2019,6,11,2,6,su,0
15557,0,0,0,0,1,0,43,2019-06-11,2019,6,11,2,6,su,0
15558,1,1,0,0,1,1,14,2019-06-11,2019,6,11,2,6,su,1
15559,0,0,0,0,0,0,10,2019-06-11,2019,6,11,2,6,su,0
15560,1,0,0,0,0,0,7,2019-06-12,2019,6,12,3,6,su,0
15561,0,0,0,0,0,0,15,2019-06-12,2019,6,12,3,6,su,0
15562,0,0,1,1,0,1,14,2019-06-12,2019,6,12,3,6,su,1
15563,0,0,1,0,0,0,6,2019-06-12,2019,6,12,3,6,su,0
15564,0,1,0,0,1,0,23,2019-06-12,2019,6,12,3,6,su,0
15565,0,0,0,0,0,0,74,2019-06-12,2019,6,12,3,6,su,0
15566,0,0,0,0,1,0,6,2019-06-12,2019,6,12,3,6,su,0
15567,0,0,0,0,0,0,6,2019-06-12,2019,6,12,3,6,su,0
15568,0,0,0,0,0,0,6,2019-06-12,2019,6,12,3,6,su,0
15569,0,0,0,0,1,0,8,2019-06-12,2019,6,12,3,6,su,0
15570,0,0,0,0,0,0,45,2019-06-12,2019,6,12,3,6,su,0
15571,0,1,0,0,0,0,4,2019-06-12,2019,6,12,3,6,su,1
15572,0,0,0,0,0,0,2,2019-06-13,2019,6,13,4,6,su,0
15573,0,0,0,0,0,0,11,2019-06-13,2019,6,13,4,6,su,0
15574,0,0,1,1,1,0,5,2019-06-13,2019,6,13,4,6,su,1
15575,0,0,0,0,0,0,4,2019-06-13,2019,6,13,4,6,su,0
15576,1,1,0,0,0,0,17,2019-06-13,2019,6,13,4,6,su,0
15577,0,0,0,0,0,0,21,2019-06-13,2019,6,13,4,6,su,0
15578,0,0,0,0,0,0,1,2019-06-13,2019,6,13,4,6,su,0
15579,0,0,0,0,1,0,74,2019-06-13,2019,6,13,4,6,su,0
15580,0,0,0,0,0,0,108,2019-06-13,2019,6,13,4,6,su,0
15581,0,0,0,0,0,0,14,2019-06-13,2019,6,13,4,6,su,0
15582,0,0,0,0,0,0,21,2019-06-13,2019,6,13,4,6,su,0
15583,0,0,0,0,0,0,12,2019-06-13,2019,6,13,4,6,su,0
15584,0,0,0,0,0,0,9,2019-06-14,2019,6,14,5,6,su,0
15585,0,0,0,1,1,0,7,2019-06-14,2019,6,14,5,6,su,1
15586,0,0,0,0,0,0,2,2019-06-14,2019,6,14,5,6,su,0
15587,0,0,0,0,0,0,48,2019-06-14,2019,6,14,5,6,su,0
15588,0,0,0,0,0,0,15,2019-06-14,2019,6,14,5,6,su,0
15589,0,0,0,0,0,0,47,2019-06-14,2019,6,14,5,6,su,0
15590,0,0,0,0,0,0,11,2019-06-14,2019,6,14,5,6,su,0
15591,0,0,0,0,1,0,4,2019-06-14,2019,6,14,5,6,su,0
15592,0,0,0,0,0,0,28,2019-06-14,2019,6,14,5,6,su,0
15593,0,0,0,0,1,0,61,2019-06-14,2019,6,14,5,6,su,0
15594,0,0,0,0,0,0,10,2019-06-15,2019,6,15,6,6,su,0
15595,0,0,0,0,0,0,12,2019-06-15,2019,6,15,6,6,su,0
15596,0,0,1,1,0,0,7,2019-06-15,2019,6,15,6,6,su,1
15597,0,0,0,0,1,0,2,2019-06-15,2019,6,15,6,6,su,0
15598,0,0,0,0,0,0,63,2019-06-15,2019,6,15,6,6,su,0
15599,0,0,0,0,0,0,9,2019-06-15,2019,6,15,6,6,su,0
15600,0,0,0,0,1,0,9,2019-06-15,2019,6,15,6,6,su,0
15601,0,0,0,0,0,0,23,2019-06-15,2019,6,15,6,6,su,0
15602,0,0,0,0,0,0,2,2019-06-15,2019,6,15,6,6,su,0
15603,0,0,0,0,0,0,8,2019-06-15,2019,6,15,6,6,su,0
15604,0,0,0,0,0,0,6,2019-06-22,2019,6,22,1,5,su,0
15605,0,0,0,0,0,0,2,2019-06-22,2019,6,22,1,5,su,0
15606,0,0,0,0,0,1,5,2019-06-22,2019,6,22,1,5,su,0
15607,0,0,0,0,0,0,64,2019-06-22,2019,6,22,1,5,su,0
15608,0,0,0,0,0,0,1,2019-06-22,2019,6,22,1,5,su,0
15609,0,0,0,0,0,0,42,2019-06-22,2019,6,22,1,5,su,0
15610,0,0,0,0,0,0,56,2019-06-22,2019,6,22,1,5,su,0
15611,0,0,0,0,0,0,116,2019-06-22,2019,6,22,1,5,su,0
15612,0,0,0,0,0,0,12,2019-06-22,2019,6,22,1,5,su,0
15613,0,0,0,0,0,0,3,2019-06-22,2019,6,22,1,5,su,0
15614,0,0,0,0,0,0,2,2019-06-22,2019,6,22,1,5,su,0
15615,1,0,0,0,1,0,3,2019-06-23,2019,6,23,2,5,su,1
15616,0,0,0,0,0,0,61,2019-06-23,2019,6,23,2,5,su,0
15617,1,0,1,1,1,1,1,2019-06-23,2019,6,23,2,5,su,0
15618,0,0,1,0,0,0,49,2019-06-23,2019,6,23,2,5,su,0
15619,1,0,0,0,0,0,1,2019-06-23,2019,6,23,2,5,su,0
15620,0,0,0,0,0,0,45,2019-06-23,2019,6,23,2,5,su,0
15621,0,0,0,0,0,0,1,2019-06-23,2019,6,23,2,5,su,0
15622,0,0,0,0,1,0,73,2019-06-23,2019,6,23,2,5,su,0
15623,0,0,0,0,1,0,14,2019-06-23,2019,6,23,2,5,su,0
15624,0,0,0,0,0,0,2,2019-06-23,2019,6,23,2,5,su,0
15625,0,0,0,0,0,0,10,2019-06-23,2019,6,23,2,5,su,0
15626,0,0,0,0,0,0,16,2019-06-23,2019,6,23,2,5,su,0
15627,0,0,1,0,1,0,5,2019-06-24,2019,6,24,3,5,su,1
15628,0,0,0,0,0,0,42,2019-06-24,2019,6,24,3,5,su,0
15629,0,0,0,0,0,0,6,2019-06-24,2019,6,24,3,5,su,0
15630,0,1,0,0,1,0,4,2019-06-24,2019,6,24,3,5,su,1
15631,0,1,0,0,0,0,9,2019-06-24,2019,6,24,3,5,su,0
15632,1,1,0,0,1,0,13,2019-06-24,2019,6,24,3,5,su,1
15633,0,0,0,0,0,0,3,2019-06-24,2019,6,24,3,5,su,0
15634,1,0,0,0,1,0,3,2019-06-24,2019,6,24,3,5,su,1
15635,0,0,0,0,0,0,14,2019-06-25,2019,6,25,4,5,su,0
15636,0,0,0,0,0,0,6,2019-06-25,2019,6,25,4,5,su,0
15637,0,0,0,0,0,0,6,2019-06-25,2019,6,25,4,5,su,0
15638,0,0,0,1,0,0,7,2019-06-25,2019,6,25,4,5,su,1
15639,0,0,0,0,0,0,21,2019-06-25,2019,6,25,4,5,su,0
15640,0,0,0,0,0,0,85,2019-06-25,2019,6,25,4,5,su,0
15641,0,0,0,0,0,0,93,2019-06-25,2019,6,25,4,5,su,0
15642,0,0,0,0,0,0,11,2019-06-25,2019,6,25,4,5,su,0
15643,0,0,0,0,0,0,9,2019-06-25,2019,6,25,4,5,su,0
15644,0,1,0,0,0,0,64,2019-06-25,2019,6,25,4,5,su,0
15645,0,0,0,0,1,0,1,2019-06-25,2019,6,25,4,5,su,0
15646,0,0,0,0,1,0,7,2019-06-25,2019,6,25,4,5,su,0
15647,0,0,0,0,0,0,2,2019-06-26,2019,6,26,5,5,su,0
15648,0,0,0,0,0,0,6,2019-06-26,2019,6,26,5,5,su,0
15649,0,0,0,0,0,0,63,2019-06-26,2019,6,26,5,5,su,0
15650,0,0,0,0,1,0,11,2019-06-26,2019,6,26,5,5,su,0
15651,1,0,0,0,1,0,3,2019-06-26,2019,6,26,5,5,su,1
15652,0,0,0,0,0,0,5,2019-06-26,2019,6,26,5,5,su,0
15653,0,0,0,0,0,0,23,2019-06-26,2019,6,26,5,5,su,0
15654,0,1,0,0,0,0,2,2019-06-26,2019,6,26,5,5,su,0
15655,0,0,0,0,0,0,25,2019-06-26,2019,6,26,5,5,su,0
15656,0,0,0,0,0,0,2,2019-06-26,2019,6,26,5,5,su,0
15657,0,0,0,0,1,0,13,2019-06-26,2019,6,26,5,5,su,1
15658,0,0,0,0,1,0,8,2019-07-06,2019,7,6,1,6,su,0
15659,0,0,0,0,0,0,1,2019-07-06,2019,7,6,1,6,su,0
15660,0,0,0,1,0,1,7,2019-07-06,2019,7,6,1,6,su,1
15661,0,0,1,0,0,0,10,2019-07-06,2019,7,6,1,6,su,0
15662,1,1,0,0,1,0,3,2019-07-06,2019,7,6,1,6,su,1
15663,0,0,0,0,0,0,22,2019-07-06,2019,7,6,1,6,su,0
15664,0,0,0,0,0,0,17,2019-07-06,2019,7,6,1,6,su,0
15665,1,0,1,0,0,0,1,2019-07-06,2019,7,6,1,6,su,0
15666,0,0,0,0,0,0,25,2019-07-06,2019,7,6,1,6,su,0
15667,0,0,0,0,0,0,11,2019-07-06,2019,7,6,1,6,su,0
15668,0,0,0,0,1,0,13,2019-07-06,2019,7,6,1,6,su,1
15669,0,0,0,0,0,0,9,2019-07-06,2019,7,6,1,6,su,0
15670,0,0,0,0,0,0,1,2019-07-07,2019,7,7,2,6,su,0
15671,0,0,0,0,0,0,10,2019-07-07,2019,7,7,2,6,su,0
15672,0,0,1,1,0,0,5,2019-07-07,2019,7,7,2,6,su,1
15673,1,0,0,0,0,0,14,2019-07-07,2019,7,7,2,6,su,0
15674,0,0,0,0,0,0,5,2019-07-07,2019,7,7,2,6,su,0
15675,0,0,1,0,0,0,5,2019-07-07,2019,7,7,2,6,su,1
15676,0,0,1,0,0,0,17,2019-07-07,2019,7,7,2,6,su,0
15677,0,0,0,0,0,0,16,2019-07-07,2019,7,7,2,6,su,0
15678,0,0,0,0,1,0,2,2019-07-07,2019,7,7,2,6,su,0
15679,0,0,0,0,0,0,11,2019-07-07,2019,7,7,2,6,su,0
15680,0,0,0,0,0,0,46,2019-07-07,2019,7,7,2,6,su,0
15681,0,0,0,0,0,0,10,2019-07-08,2019,7,8,3,6,su,0
15682,0,0,0,0,0,0,76,2019-07-08,2019,7,8,3,6,su,0
15683,0,0,1,1,0,1,5,2019-07-08,2019,7,8,3,6,su,1
15684,0,0,0,0,0,0,61,2019-07-08,2019,7,8,3,6,su,0
15685,1,1,0,0,1,0,20,2019-07-08,2019,7,8,3,6,su,0
15686,0,0,0,0,0,0,27,2019-07-08,2019,7,8,3,6,su,0
15687,0,0,0,0,0,0,22,2019-07-08,2019,7,8,3,6,su,0
15688,0,0,1,0,0,0,41,2019-07-08,2019,7,8,3,6,su,0
15689,0,0,0,0,0,0,65,2019-07-08,2019,7,8,3,6,su,0
15690,0,0,0,0,0,0,6,2019-07-08,2019,7,8,3,6,su,0
15691,0,0,0,0,0,0,10,2019-07-08,2019,7,8,3,6,su,0
15692,0,0,0,0,0,0,2,2019-07-08,2019,7,8,3,6,su,0
15693,0,0,0,0,0,0,6,2019-07-09,2019,7,9,4,6,su,0
15694,0,0,0,0,0,0,49,2019-07-09,2019,7,9,4,6,su,0
15695,0,0,0,0,0,0,42,2019-07-09,2019,7,9,4,6,su,0
15696,1,0,0,0,1,0,101,2019-07-09,2019,7,9,4,6,su,0
15697,0,0,0,0,0,0,2,2019-07-09,2019,7,9,4,6,su,0
15698,0,0,0,0,0,0,9,2019-07-09,2019,7,9,4,6,su,0
15699,0,0,1,1,0,1,7,2019-07-09,2019,7,9,4,6,su,1
15700,0,0,0,0,0,0,10,2019-07-09,2019,7,9,4,6,su,0
15701,0,0,0,0,0,0,1,2019-07-09,2019,7,9,4,6,su,0
15702,0,0,0,0,1,0,5,2019-07-09,2019,7,9,4,6,su,0
15703,0,0,0,0,0,0,7,2019-07-09,2019,7,9,4,6,su,0
15704,0,0,0,0,1,0,1,2019-07-10,2019,7,10,5,6,su,0
15705,0,0,0,0,0,0,2,2019-07-10,2019,7,10,5,6,su,0
15706,0,0,0,1,1,1,14,2019-07-10,2019,7,10,5,6,su,1
15707,0,0,0,0,0,1,2,2019-07-10,2019,7,10,5,6,su,0
15708,1,1,0,0,1,0,1,2019-07-10,2019,7,10,5,6,su,0
15709,0,0,0,0,0,0,43,2019-07-10,2019,7,10,5,6,su,0
15710,0,0,0,0,0,0,21,2019-07-10,2019,7,10,5,6,su,0
15711,0,0,0,0,0,0,2,2019-07-10,2019,7,10,5,6,su,0
15712,0,0,0,0,0,0,42,2019-07-10,2019,7,10,5,6,su,0
15713,0,0,0,0,0,0,1,2019-07-10,2019,7,10,5,6,su,0
15714,0,0,0,0,0,0,2,2019-07-10,2019,7,10,5,6,su,0
15715,0,0,0,0,0,0,42,2019-07-11,2019,7,11,6,6,su,0
15716,0,0,0,0,0,0,68,2019-07-11,2019,7,11,6,6,su,0
15717,0,0,1,1,0,0,5,2019-07-11,2019,7,11,6,6,su,1
15718,0,0,0,0,1,0,12,2019-07-11,2019,7,11,6,6,su,0
15719,1,0,0,0,1,0,13,2019-07-11,2019,7,11,6,6,su,1
15720,0,0,0,0,0,0,44,2019-07-11,2019,7,11,6,6,su,0
15721,0,0,0,0,0,0,78,2019-07-11,2019,7,11,6,6,su,0
15722,0,0,0,0,1,0,2,2019-07-11,2019,7,11,6,6,su,0
15723,0,0,0,0,0,0,61,2019-07-11,2019,7,11,6,6,su,0
15724,0,0,0,0,0,0,13,2019-07-11,2019,7,11,6,6,su,0
15725,0,0,0,0,0,0,6,2019-07-11,2019,7,11,6,6,su,0
15726,0,0,0,0,0,0,44,2019-07-11,2019,7,11,6,6,su,0
15727,0,0,0,0,0,0,10,2019-07-16,2019,7,16,1,6,su,0
15728,0,0,0,0,0,0,89,2019-07-16,2019,7,16,1,6,su,0
15729,0,0,0,0,1,0,47,2019-07-16,2019,7,16,1,6,su,0
15730,0,0,0,0,0,0,9,2019-07-16,2019,7,16,1,6,su,0
15731,0,0,0,0,0,0,22,2019-07-16,2019,7,16,1,6,su,0
15732,0,0,0,0,0,0,76,2019-07-16,2019,7,16,1,6,su,0
15733,0,1,0,0,1,0,13,2019-07-16,2019,7,16,1,6,su,1
15734,0,0,0,0,0,0,63,2019-07-16,2019,7,16,1,6,su,0
15735,0,0,0,0,0,0,5,2019-07-16,2019,7,16,1,6,su,0
15736,0,0,0,0,0,0,11,2019-07-16,2019,7,16,1,6,su,0
15737,0,0,0,0,0,0,7,2019-07-16,2019,7,16,1,6,su,0
15738,0,0,0,0,0,0,5,2019-07-16,2019,7,16,1,6,su,0
15739,0,1,0,0,1,0,4,2019-07-17,2019,7,17,2,6,su,1
15740,0,0,0,0,0,0,6,2019-07-17,2019,7,17,2,6,su,0
15741,0,0,0,0,1,0,11,2019-07-17,2019,7,17,2,6,su,0
15742,0,0,0,0,0,0,88,2019-07-17,2019,7,17,2,6,su,0
15743,0,1,0,0,0,0,23,2019-07-17,2019,7,17,2,6,su,0
15744,0,0,0,0,0,0,51,2019-07-17,2019,7,17,2,6,su,0
15745,0,0,0,0,0,0,12,2019-07-17,2019,7,17,2,6,su,0
15746,0,0,0,0,0,0,3,2019-07-17,2019,7,17,2,6,su,0
15747,0,0,0,0,0,0,5,2019-07-17,2019,7,17,2,6,su,0
15748,0,0,0,0,0,0,69,2019-07-17,2019,7,17,2,6,su,0
15749,0,0,0,0,0,0,86,2019-07-17,2019,7,17,2,6,su,0
15750,0,0,0,0,0,0,12,2019-07-18,2019,7,18,3,6,su,0
15751,0,0,0,0,1,0,21,2019-07-18,2019,7,18,3,6,su,0
15752,0,0,0,0,0,0,111,2019-07-18,2019,7,18,3,6,su,0
15753,0,0,0,0,0,0,30,2019-07-18,2019,7,18,3,6,su,0
15754,0,1,0,0,0,0,13,2019-07-18,2019,7,18,3,6,su,0
15755,0,0,0,0,0,0,1,2019-07-18,2019,7,18,3,6,su,0
15756,0,0,0,0,1,0,43,2019-07-18,2019,7,18,3,6,su,0
15757,0,0,0,0,0,0,18,2019-07-18,2019,7,18,3,6,su,0
15758,0,0,0,0,1,0,55,2019-07-18,2019,7,18,3,6,su,0
15759,0,0,0,0,0,0,21,2019-07-18,2019,7,18,3,6,su,0
15760,0,0,0,0,0,0,7,2019-07-18,2019,7,18,3,6,su,0
15761,0,0,0,0,0,0,100,2019-07-19,2019,7,19,4,6,su,0
15762,0,0,0,0,0,0,5,2019-07-19,2019,7,19,4,6,su,0
15763,0,0,0,0,0,0,69,2019-07-19,2019,7,19,4,6,su,0
15764,0,0,0,0,0,0,93,2019-07-19,2019,7,19,4,6,su,0
15765,0,0,0,0,0,0,61,2019-07-19,2019,7,19,4,6,su,0
15766,0,0,0,0,0,0,1,2019-07-19,2019,7,19,4,6,su,0
15767,0,0,0,0,0,0,6,2019-07-19,2019,7,19,4,6,su,0
15768,0,1,0,0,1,0,13,2019-07-19,2019,7,19,4,6,su,1
15769,0,0,0,0,1,0,64,2019-07-19,2019,7,19,4,6,su,0
15770,0,0,0,0,0,0,10,2019-07-19,2019,7,19,4,6,su,0
15771,0,1,0,0,0,0,1,2019-07-20,2019,7,20,5,6,su,0
15772,0,0,0,0,1,0,16,2019-07-20,2019,7,20,5,6,su,0
15773,0,0,0,0,0,0,48,2019-07-20,2019,7,20,5,6,su,0
15774,0,0,0,0,0,0,4,2019-07-20,2019,7,20,5,6,su,0
15775,0,0,0,0,0,0,14,2019-07-20,2019,7,20,5,6,su,0
15776,0,0,0,0,0,0,10,2019-07-20,2019,7,20,5,6,su,0
15777,0,0,0,0,0,0,23,2019-07-20,2019,7,20,5,6,su,0
15778,0,0,0,0,0,0,8,2019-07-20,2019,7,20,5,6,su,0
15779,0,0,0,0,0,0,22,2019-07-20,2019,7,20,5,6,su,0
15780,0,1,0,0,1,0,8,2019-07-20,2019,7,20,5,6,su,0
15781,0,1,0,0,0,0,16,2019-07-20,2019,7,20,5,6,su,0
15782,0,0,0,0,1,0,98,2019-07-21,2019,7,21,6,6,su,0
15783,0,0,0,0,0,0,63,2019-07-21,2019,7,21,6,6,su,0
15784,0,0,0,0,1,0,2,2019-07-21,2019,7,21,6,6,su,0
15785,0,1,0,0,1,0,2,2019-07-21,2019,7,21,6,6,su,0
15786,0,0,0,0,0,0,42,2019-07-21,2019,7,21,6,6,su,0
15787,0,0,0,0,0,0,6,2019-07-21,2019,7,21,6,6,su,0
15788,0,0,0,0,0,0,6,2019-07-21,2019,7,21,6,6,su,0
15789,0,0,0,0,1,0,53,2019-07-21,2019,7,21,6,6,su,0
15790,0,0,0,0,0,0,50,2019-07-21,2019,7,21,6,6,su,0
15791,0,0,0,0,1,0,13,2019-07-21,2019,7,21,6,6,su,1
15792,0,0,0,0,0,0,16,2019-07-21,2019,7,21,6,6,su,0
15793,0,0,0,0,0,0,6,2019-07-21,2019,7,21,6,6,su,0
15794,0,0,1,0,0,0,11,2019-07-25,2019,7,25,1,4,su,0
15795,0,0,0,0,0,0,2,2019-07-25,2019,7,25,1,4,su,0
15796,0,0,0,1,1,1,23,2019-07-25,2019,7,25,1,4,su,0
15797,0,0,1,0,0,0,10,2019-07-25,2019,7,25,1,4,su,0
15798,1,1,0,0,0,0,23,2019-07-25,2019,7,25,1,4,su,0
15799,0,0,0,0,0,0,9,2019-07-25,2019,7,25,1,4,su,0
15800,0,0,0,0,0,0,2,2019-07-25,2019,7,25,1,4,su,0
15801,0,0,0,0,0,0,52,2019-07-25,2019,7,25,1,4,su,0
15802,0,0,0,0,0,0,8,2019-07-25,2019,7,25,1,4,su,0
15803,0,0,0,0,1,0,29,2019-07-25,2019,7,25,1,4,su,0
15804,0,0,0,0,0,0,9,2019-07-25,2019,7,25,1,4,su,0
15805,0,0,0,0,0,0,5,2019-07-25,2019,7,25,1,4,su,0
15806,0,0,0,0,0,0,84,2019-07-26,2019,7,26,2,4,su,0
15807,0,0,0,0,0,0,30,2019-07-26,2019,7,26,2,4,su,0
15808,0,0,0,0,0,0,47,2019-07-26,2019,7,26,2,4,su,0
15809,0,0,0,0,0,0,2,2019-07-26,2019,7,26,2,4,su,0
15810,0,0,0,0,0,0,14,2019-07-26,2019,7,26,2,4,su,0
15811,0,0,0,0,0,0,6,2019-07-26,2019,7,26,2,4,su,0
15812,0,0,0,0,0,0,48,2019-07-26,2019,7,26,2,4,su,0
15813,0,0,0,0,1,0,4,2019-07-26,2019,7,26,2,4,su,0
15814,0,0,0,0,0,0,37,2019-07-26,2019,7,26,2,4,su,0
15815,0,0,0,0,0,0,2,2019-07-26,2019,7,26,2,4,su,0
15816,0,0,0,0,0,0,1,2019-07-27,2019,7,27,3,4,su,0
15817,0,0,0,0,0,0,6,2019-07-27,2019,7,27,3,4,su,0
15818,0,0,1,1,1,1,7,2019-07-27,2019,7,27,3,4,su,1
15819,0,0,0,1,0,0,6,2019-07-27,2019,7,27,3,4,su,0
15820,1,1,0,0,1,0,5,2019-07-27,2019,7,27,3,4,su,0
15821,0,0,0,0,0,0,64,2019-07-27,2019,7,27,3,4,su,0
15822,0,0,0,0,0,0,63,2019-07-27,2019,7,27,3,4,su,0
15823,0,0,0,0,0,0,65,2019-07-27,2019,7,27,3,4,su,0
15824,0,0,0,0,0,0,54,2019-07-27,2019,7,27,3,4,su,0
15825,0,0,0,0,0,0,10,2019-07-27,2019,7,27,3,4,su,0
15826,0,0,0,0,1,0,7,2019-07-27,2019,7,27,3,4,su,0
15827,0,0,0,0,1,0,12,2019-07-27,2019,7,27,3,4,su,0
15828,0,0,0,0,0,0,2,2019-07-28,2019,7,28,4,4,su,0
15829,0,0,0,0,0,0,10,2019-07-28,2019,7,28,4,4,su,0
15830,0,0,0,1,1,0,14,2019-07-28,2019,7,28,4,4,su,0
15831,0,0,0,0,1,0,46,2019-07-28,2019,7,28,4,4,su,0
15832,1,1,0,0,1,0,4,2019-07-28,2019,7,28,4,4,su,1
15833,0,0,0,0,0,0,82,2019-07-28,2019,7,28,4,4,su,0
15834,0,0,0,0,0,0,3,2019-07-28,2019,7,28,4,4,su,0
15835,0,0,0,0,0,0,1,2019-07-28,2019,7,28,4,4,su,0
15836,0,0,0,0,1,0,55,2019-07-28,2019,7,28,4,4,su,0
15837,0,0,0,0,0,0,2,2019-07-28,2019,7,28,4,4,su,0
15838,0,0,0,0,0,0,71,2019-07-28,2019,7,28,4,4,su,0
15839,0,0,0,0,0,0,13,2019-07-28,2019,7,28,4,4,su,0
15840,0,0,0,0,1,1,74,2019-08-04,2019,8,4,1,2,su,0
15841,0,0,0,0,0,0,10,2019-08-04,2019,8,4,1,2,su,0
15842,0,0,0,0,0,0,20,2019-08-04,2019,8,4,1,2,su,0
15843,0,0,0,0,0,0,1,2019-08-04,2019,8,4,1,2,su,0
15844,0,0,0,0,0,0,1,2019-08-04,2019,8,4,1,2,su,0
15845,0,0,0,0,0,0,65,2019-08-04,2019,8,4,1,2,su,0
15846,0,0,0,0,1,0,1,2019-08-04,2019,8,4,1,2,su,0
15847,0,1,0,0,0,0,1,2019-08-04,2019,8,4,1,2,su,0
15848,0,0,0,0,0,0,6,2019-08-04,2019,8,4,1,2,su,0
15849,0,0,0,0,0,0,11,2019-08-04,2019,8,4,1,2,su,0
15850,0,0,0,0,0,0,110,2019-08-04,2019,8,4,1,2,su,0
15851,0,0,0,0,0,0,63,2019-08-05,2019,8,5,2,2,su,0
15852,0,0,0,0,0,0,76,2019-08-05,2019,8,5,2,2,su,0
15853,0,0,0,1,0,0,5,2019-08-05,2019,8,5,2,2,su,0
15854,0,0,1,0,0,0,5,2019-08-05,2019,8,5,2,2,su,1
15855,1,1,0,0,1,0,12,2019-08-05,2019,8,5,2,2,su,0
15856,0,0,0,0,0,0,16,2019-08-05,2019,8,5,2,2,su,0
15857,0,0,0,0,0,0,6,2019-08-05,2019,8,5,2,2,su,0
15858,0,0,0,0,0,0,43,2019-08-05,2019,8,5,2,2,su,0
15859,0,0,0,0,0,0,25,2019-08-05,2019,8,5,2,2,su,0
15860,0,0,0,0,0,0,62,2019-08-05,2019,8,5,2,2,su,0
15861,0,0,0,0,0,0,9,2019-08-05,2019,8,5,2,2,su,0
15862,0,0,0,0,1,0,2,2019-08-05,2019,8,5,2,2,su,0
15863,1,0,1,0,1,0,26,2019-08-07,2019,8,7,1,4,su,0
15864,0,0,0,0,0,0,76,2019-08-07,2019,8,7,1,4,su,0
15865,0,0,1,1,1,1,14,2019-08-07,2019,8,7,1,4,su,1
15866,0,0,0,0,1,0,9,2019-08-07,2019,8,7,1,4,su,0
15867,1,1,1,0,1,0,82,2019-08-07,2019,8,7,1,4,su,0
15868,0,0,0,0,0,0,11,2019-08-07,2019,8,7,1,4,su,0
