,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,1230.0,1.0,2912.0,64.0,0.2,62.0,0.295,1,68.0,2,4299.0,37.0,0.14,75.0,0.255,1,60.0,2,3755.0,48.0,0.2,71.0,0.23399999999999999,1,59.0,2,3729.0,48.0,0.22,46.0,0.259,1,46.0,2,3123.0,58.0,0.19,45.0,0.24,1,69.0,2,5119.0,19.0,0.18,48.0,0.0,1,71.0,1,6.0
,10190.0,2.0,3516.0,52.0,0.16,61.0,0.276,1,35.0,2,3911.0,46.0,0.18,64.0,0.314,1,31.0,2,4706.0,31.0,0.17,59.0,0.261,1,40.0,2,4782.0,33.0,0.16,33.0,0.255,1,15.0,2,4402.0,35.0,0.15,36.0,0.353,1,50.0,3,4213.0,36.0,0.17,55.0,0.254,1,17.0,2,4.0
,2980.0,3.0,3661.0,50.0,0.18,74.0,0.297,1,58.0,2,4422.0,31.0,0.2,53.0,0.222,1,36.0,2,4736.0,29.0,0.16,65.0,0.511,1,66.0,4,4323.0,33.0,0.18,54.0,0.203,1,76.0,2,4116.0,39.0,0.17,49.0,0.414,1,16.0,3,5121.0,19.0,0.21,56.0,0.0,1,30.0,1,41.0
,720.0,4.0,4228.0,37.0,0.17,63.0,0.32299999999999995,1,32.0,2,3804.0,46.0,0.18,15.0,0.34,1,26.0,2,4173.0,37.0,0.18,14.0,0.384,1,45.0,3,3587.0,47.0,0.16,29.0,0.311,1,24.0,2,3607.0,48.0,0.2,19.0,0.35200000000000004,1,72.0,2,3602.0,50.0,0.17,22.0,0.317,1,20.0,3,1.0
,1020.0,5.0,4233.0,36.0,0.16,41.0,0.449,1,12.0,3,3755.0,48.0,0.2,71.0,0.23399999999999999,1,59.0,2,3670.0,48.0,0.16,60.0,0.33299999999999996,1,34.0,2,5027.0,23.0,0.16,72.0,0.141,1,49.0,2,4886.0,24.0,0.19,66.0,0.385,1,55.0,3,3613.0,47.0,0.15,69.0,0.49200000000000005,1,23.0,4,1.0
,3040.0,6.0,4367.0,34.0,0.18,51.0,0.341,1,63.0,3,3860.0,47.0,0.21,76.0,0.247,1,13.0,2,3965.0,41.0,0.16,39.0,0.43200000000000005,1,29.0,3,2912.0,64.0,0.2,62.0,0.295,1,68.0,2,3911.0,46.0,0.18,64.0,0.314,1,31.0,2,4002.0,42.0,0.15,27.0,0.574,1,47.0,4,101.0
,2260.0,8.0,4126.0,41.0,0.17,31.0,0.231,1,61.0,2,3623.0,46.0,0.16,73.0,0.6659999999999999,1,74.0,4,4323.0,33.0,0.18,54.0,0.203,1,76.0,2,4706.0,31.0,0.17,59.0,0.261,1,40.0,2,4288.0,35.0,0.16,58.0,0.47,1,54.0,4,4299.0,37.0,0.14,75.0,0.255,1,60.0,2,24.0
,710.0,10.0,4402.0,35.0,0.15,36.0,0.353,1,50.0,3,3906.0,42.0,0.18,44.0,0.28600000000000003,1,21.0,2,4886.0,24.0,0.19,66.0,0.385,1,55.0,3,4367.0,34.0,0.18,51.0,0.341,1,63.0,3,3602.0,50.0,0.17,22.0,0.317,1,20.0,3,3538.0,52.0,0.17,11.0,0.35700000000000004,1,14.0,3,1.0
,5990.0,11.0,3965.0,41.0,0.16,39.0,0.43200000000000005,1,29.0,3,4288.0,35.0,0.16,58.0,0.47,1,44.0,4,4641.0,29.0,0.16,32.0,0.317,1,70.0,2,3607.0,48.0,0.2,19.0,0.35200000000000004,1,72.0,2,4233.0,36.0,0.16,41.0,0.449,1,12.0,3,4736.0,29.0,0.16,65.0,0.511,1,66.0,4,17.0
,2130.0,1.0,3755.0,48.0,0.2,71.0,0.23399999999999999,1,59.0,2,5027.0,23.0,0.16,72.0,0.141,1,49.0,2,4299.0,37.0,0.14,75.0,0.255,1,60.0,2,3602.0,50.0,0.17,22.0,0.317,1,20.0,3,4213.0,36.0,0.17,55.0,0.254,1,17.0,2,5119.0,19.0,0.18,48.0,0.0,1,71.0,1,11.0
,1830.0,2.0,3587.0,47.0,0.16,29.0,0.311,1,24.0,2,3729.0,48.0,0.22,46.0,0.259,1,46.0,2,3860.0,47.0,0.21,76.0,0.247,1,13.0,2,4718.0,27.0,0.19,68.0,0.35100000000000003,1,22.0,2,4782.0,33.0,0.16,33.0,0.255,1,15.0,2,3906.0,42.0,0.18,44.0,0.28600000000000003,1,21.0,2,18.0
,1310.0,3.0,3123.0,58.0,0.19,45.0,0.24,1,69.0,2,3538.0,52.0,0.17,11.0,0.35700000000000004,1,14.0,3,3804.0,46.0,0.18,15.0,0.34,1,26.0,2,4422.0,31.0,0.2,53.0,0.222,1,36.0,2,5121.0,19.0,0.21,56.0,0.0,1,30.0,1,4126.0,41.0,0.17,31.0,0.231,1,61.0,2,10.0
,1260.0,4.0,3607.0,48.0,0.2,19.0,0.35200000000000004,1,72.0,2,3516.0,52.0,0.16,61.0,0.276,1,35.0,2,2912.0,64.0,0.2,62.0,0.295,1,68.0,2,3613.0,47.0,0.15,69.0,0.49200000000000005,1,23.0,4,4323.0,33.0,0.18,54.0,0.203,1,76.0,2,4367.0,34.0,0.18,51.0,0.341,1,63.0,3,12.0
,2230.0,5.0,4379.0,35.0,0.21,20.0,0.308,1,53.0,2,4706.0,31.0,0.17,59.0,0.261,1,40.0,2,4228.0,37.0,0.17,63.0,0.32299999999999995,1,32.0,2,3911.0,46.0,0.18,64.0,0.314,1,31.0,2,5027.0,23.0,0.16,72.0,0.141,1,49.0,2,3623.0,46.0,0.16,73.0,0.6659999999999999,1,74.0,4,8.0
,2740.0,6.0,3664.0,50.0,0.17,70.0,0.445,1,64.0,3,3602.0,50.0,0.17,22.0,0.317,1,20.0,3,3587.0,47.0,0.16,29.0,0.311,1,24.0,2,3860.0,47.0,0.21,76.0,0.247,1,13.0,2,3965.0,41.0,0.16,39.0,0.43200000000000005,1,29.0,3,4402.0,35.0,0.15,36.0,0.353,1,50.0,3,8.0
,2040.0,7.0,4173.0,37.0,0.18,14.0,0.384,1,45.0,3,4233.0,36.0,0.16,41.0,0.449,1,12.0,3,3729.0,48.0,0.22,46.0,0.259,1,46.0,2,4299.0,37.0,0.14,75.0,0.255,1,60.0,2,4002.0,42.0,0.15,27.0,0.574,1,47.0,4,5121.0,19.0,0.21,56.0,0.0,1,30.0,1,7.0
,74060.0,8.0,4736.0,29.0,0.16,65.0,0.511,1,66.0,4,4886.0,24.0,0.19,66.0,0.385,1,55.0,3,4422.0,31.0,0.2,53.0,0.222,1,36.0,2,3623.0,46.0,0.16,73.0,0.6659999999999999,1,74.0,4,4718.0,27.0,0.19,68.0,0.35100000000000003,1,22.0,2,4288.0,35.0,0.16,58.0,0.47,1,44.0,4,106.0
,2450.0,9.0,4641.0,29.0,0.16,32.0,0.317,1,70.0,2,3123.0,58.0,0.19,45.0,0.24,1,69.0,2,4544.0,32.0,0.19,57.0,0.557,1,33.0,4,4213.0,36.0,0.17,55.0,0.254,1,17.0,2,3664.0,50.0,0.17,70.0,0.445,1,64.0,3,3670.0,48.0,0.16,60.0,0.33299999999999996,1,34.0,2,41.0
,340.0,10.0,4002.0,42.0,0.15,27.0,0.574,1,47.0,4,4379.0,35.0,0.21,20.0,0.308,1,53.0,2,4367.0,34.0,0.18,51.0,0.341,1,63.0,3,4126.0,41.0,0.17,31.0,0.231,1,61.0,2,3516.0,52.0,0.16,61.0,0.276,1,35.0,2,4116.0,39.0,0.17,49.0,0.414,1,16.0,3,1.0
,590.0,11.0,3613.0,47.0,0.15,69.0,0.49200000000000005,1,23.0,4,4736.0,29.0,0.16,65.0,0.511,1,66.0,4,4233.0,36.0,0.16,41.0,0.449,1,12.0,3,4402.0,35.0,0.15,36.0,0.353,1,50.0,3,3804.0,46.0,0.18,15.0,0.34,1,26.0,2,3661.0,50.0,0.18,74.0,0.297,1,58.0,2,2.0
,650.0,12.0,4544.0,32.0,0.19,57.0,0.557,1,33.0,4,4173.0,37.0,0.18,14.0,0.384,1,45.0,3,4288.0,35.0,0.16,58.0,0.47,1,44.0,4,3965.0,41.0,0.16,39.0,0.43200000000000005,1,29.0,3,3538.0,52.0,0.17,11.0,0.35700000000000004,1,14.0,3,4228.0,37.0,0.17,63.0,0.32299999999999995,1,32.0,2,5.0
,690.0,1.0,4299.0,37.0,0.14,75.0,0.255,1,60.0,2,4718.0,27.0,0.19,68.0,0.35100000000000003,1,22.0,2,3911.0,46.0,0.18,64.0,0.314,1,31.0,2,4323.0,33.0,0.18,54.0,0.203,1,76.0,2,5121.0,19.0,0.21,56.0,0.0,1,30.0,1,2912.0,64.0,0.2,62.0,0.295,1,68.0,2,5.0
,4090.0,2.0,4213.0,36.0,0.17,55.0,0.254,1,17.0,2,3607.0,48.0,0.2,19.0,0.35200000000000004,1,72.0,2,3906.0,42.0,0.18,44.0,0.28600000000000003,1,21.0,2,4886.0,24.0,0.19,66.0,0.385,1,55.0,3,3729.0,48.0,0.22,46.0,0.259,1,46.0,2,5119.0,19.0,0.18,48.0,0.0,1,71.0,1,62.0
,27790.0,3.0,3602.0,50.0,0.17,22.0,0.317,1,20.0,3,3664.0,50.0,0.17,70.0,0.445,1,64.0,3,4782.0,33.0,0.16,33.0,0.255,1,15.0,2,4706.0,31.0,0.17,59.0,0.261,1,40.0,2,3755.0,48.0,0.2,71.0,0.23399999999999999,1,59.0,2,4641.0,29.0,0.16,32.0,0.317,1,70.0,2,105.0
,1530.0,4.0,4116.0,39.0,0.17,49.0,0.414,1,16.0,3,3661.0,50.0,0.18,74.0,0.297,1,58.0,2,4233.0,36.0,0.16,41.0,0.449,1,12.0,3,4228.0,37.0,0.17,63.0,0.32299999999999995,1,32.0,2,3123.0,58.0,0.19,45.0,0.24,1,69.0,2,3965.0,41.0,0.16,39.0,0.43200000000000005,1,29.0,3,5.0
