,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,1340.0,1.0,3158.0,55.0,0.15,29.0,0.485,1,21.0,4,4689.0,26.0,0.17,54.0,0.16899999999999998,0,53.0,2,4034.0,41.0,0.2,56.0,0.263,1,43.0,2,4081.0,41.0,0.2,46.0,0.242,1,37.0,2,5000.0,25.0,0.17,63.0,0.225,1,34.0,2,5021.0,26.0,0.19,30.0,0.0,0,42.0,1,5.0
,19650.0,2.0,4155.0,39.0,0.16,71.0,0.531,1,30.0,4,3105.0,56.0,0.18,42.0,0.265,1,17.0,2,3070.0,59.0,0.17,23.0,0.457,1,52.0,3,4254.0,36.0,0.17,24.0,0.375,1,50.0,3,4065.0,40.0,0.19,18.0,0.42100000000000004,0,11.0,3,4365.0,34.0,0.18,61.0,0.319,1,60.0,2,22.0
,680.0,4.0,4494.0,33.0,0.17,55.0,0.45899999999999996,1,28.0,3,4515.0,34.0,0.17,51.0,0.39799999999999996,1,51.0,3,4181.0,36.0,0.2,34.0,0.255,1,46.0,2,4880.0,25.0,0.18,72.0,0.325,1,64.0,3,4303.0,37.0,0.2,20.0,0.302,1,31.0,2,5069.0,19.0,0.17,40.0,0.038,0,12.0,2,1.0
,1310.0,5.0,4046.0,40.0,0.22,65.0,0.212,1,22.0,2,3541.0,51.0,0.15,50.0,0.452,1,40.0,4,3233.0,53.0,0.17,19.0,0.36,1,57.0,3,4509.0,31.0,0.19,22.0,0.37799999999999995,1,75.0,3,4575.0,31.0,0.17,64.0,0.33899999999999997,1,44.0,3,4689.0,26.0,0.17,54.0,0.16899999999999998,0,53.0,2,27.0
,8160.0,6.0,4065.0,40.0,0.19,18.0,0.42100000000000004,0,11.0,3,4588.0,29.0,0.15,38.0,0.28800000000000003,1,58.0,2,4448.0,33.0,0.17,35.0,0.409,1,24.0,3,4078.0,41.0,0.21,32.0,0.177,1,25.0,2,3158.0,55.0,0.15,29.0,0.485,1,21.0,4,4970.0,28.0,0.19,62.0,0.066,1,23.0,2,89.0
,3170.0,7.0,4081.0,41.0,0.2,46.0,0.242,1,37.0,2,4365.0,34.0,0.18,61.0,0.319,1,60.0,2,3931.0,44.0,0.15,74.0,0.45,1,61.0,3,4289.0,35.0,0.13,67.0,0.49200000000000005,0,15.0,4,3973.0,43.0,0.19,59.0,0.20800000000000002,1,68.0,2,3662.0,50.0,0.16,39.0,0.537,1,72.0,4,4.0
,3030.0,8.0,3220.0,56.0,0.19,15.0,0.203,1,29.0,2,4363.0,35.0,0.16,69.0,0.469,1,14.0,4,4880.0,25.0,0.18,72.0,0.325,1,64.0,3,5000.0,25.0,0.17,63.0,0.225,1,34.0,2,4254.0,36.0,0.17,24.0,0.375,1,50.0,3,5108.0,21.0,0.23,13.0,0.0,0,33.0,1,13.0
,6060.0,9.0,4181.0,36.0,0.2,34.0,0.255,1,46.0,2,4317.0,35.0,0.17,57.0,0.26899999999999996,0,38.0,2,4575.0,31.0,0.17,64.0,0.33899999999999997,1,44.0,3,4330.0,36.0,0.14,11.0,0.467,1,55.0,4,3346.0,53.0,0.16,68.0,0.386,1,18.0,3,4034.0,41.0,0.2,56.0,0.263,1,43.0,2,14.0
,1550.0,10.0,4509.0,31.0,0.19,22.0,0.37799999999999995,1,75.0,3,3809.0,45.0,0.19,70.0,0.215,1,54.0,2,4610.0,29.0,0.17,12.0,0.484,1,47.0,3,4005.0,42.0,0.17,17.0,0.258,1,39.0,2,5021.0,26.0,0.19,30.0,0.0,0,42.0,1,3070.0,59.0,0.17,23.0,0.457,1,52.0,3,44.0
,760.0,11.0,3105.0,56.0,0.18,42.0,0.265,1,17.0,2,3233.0,53.0,0.17,19.0,0.36,1,57.0,3,4263.0,36.0,0.18,45.0,0.359,1,69.0,2,4733.0,31.0,0.18,75.0,0.21,0,74.0,1,4494.0,33.0,0.17,55.0,0.45899999999999996,1,28.0,3,4343.0,35.0,0.2,58.0,0.18600000000000003,1,63.0,2,3.0
,4150.0,12.0,3541.0,51.0,0.15,50.0,0.452,1,40.0,4,3662.0,50.0,0.16,39.0,0.537,1,72.0,4,3711.0,45.0,0.17,25.0,0.39799999999999996,1,62.0,3,4363.0,35.0,0.16,69.0,0.469,1,14.0,4,4448.0,33.0,0.17,35.0,0.409,1,24.0,3,4515.0,34.0,0.17,51.0,0.39799999999999996,1,51.0,3,14.0
,34350.0,1.0,4289.0,35.0,0.13,67.0,0.49200000000000005,0,15.0,4,4909.0,24.0,0.17,27.0,0.276,0,48.0,2,4689.0,26.0,0.17,54.0,0.16899999999999998,0,53.0,2,4317.0,35.0,0.17,57.0,0.26899999999999996,0,38.0,2,4733.0,31.0,0.18,75.0,0.21,0,74.0,1,5069.0,19.0,0.17,40.0,0.038,0,12.0,2,69.0
