,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,16650.0,1.0,4678.0,31.0,0.17,24.0,0.387,0,22.0,3,4900.0,27.0,0.17,35.0,0.297,0,18.0,2,4300.0,36.0,0.19,39.0,0.28800000000000003,0,58.0,2,4689.0,26.0,0.18,40.0,0.129,0,52.0,2,4349.0,34.0,0.16,34.0,0.321,0,40.0,2,4994.0,21.0,0.19,57.0,0.081,0,14.0,2,20.0
,1740.0,2.0,4804.0,25.0,0.18,19.0,0.442,0,24.0,4,4590.0,27.0,0.16,58.0,0.46799999999999997,0,42.0,4,4450.0,32.0,0.16,22.0,0.5670000000000001,0,27.0,4,4627.0,33.0,0.14,56.0,0.46299999999999997,0,12.0,3,4726.0,32.0,0.16,69.0,0.312,0,28.0,2,4765.0,29.0,0.13,32.0,0.254,0,43.0,2,42.0
,910.0,3.0,4443.0,33.0,0.18,11.0,0.44799999999999995,0,62.0,3,4844.0,26.0,0.17,21.0,0.193,0,53.0,2,4282.0,36.0,0.16,72.0,0.156,0,33.0,2,4764.0,29.0,0.18,64.0,0.444,0,66.0,1,4519.0,32.0,0.14,41.0,0.40399999999999997,0,36.0,3,5021.0,25.0,0.19,12.0,0.034,0,15.0,2,3.0
,6920.0,4.0,4482.0,30.0,0.16,13.0,0.63,0,11.0,4,4758.0,30.0,0.19,36.0,0.295,0,47.0,2,4897.0,28.0,0.2,70.0,0.16,0,72.0,2,4819.0,28.0,0.15,61.0,0.309,0,23.0,3,4746.0,25.0,0.16,68.0,0.355,0,26.0,2,4936.0,23.0,0.17,71.0,0.312,0,45.0,1,63.0
,1250.0,5.0,4843.0,27.0,0.2,62.0,0.111,0,20.0,1,4530.0,31.0,0.15,65.0,0.4,0,46.0,4,4900.0,27.0,0.17,35.0,0.297,0,18.0,2,4773.0,26.0,0.17,42.0,0.28,0,19.0,2,5045.0,19.0,0.19,38.0,0.095,0,63.0,2,4286.0,35.0,0.17,20.0,0.364,0,65.0,3,21.0
,2520.0,7.0,4689.0,26.0,0.18,40.0,0.129,0,52.0,2,4414.0,33.0,0.16,14.0,0.345,0,13.0,2,4611.0,29.0,0.16,31.0,0.445,0,55.0,3,4519.0,32.0,0.14,41.0,0.40399999999999997,0,36.0,3,4804.0,25.0,0.18,19.0,0.442,0,24.0,4,4997.0,26.0,0.16,30.0,0.026000000000000002,0,73.0,1,50.0
,9500.0,8.0,4844.0,26.0,0.17,21.0,0.193,0,53.0,2,4484.0,29.0,0.2,63.0,0.233,0,17.0,2,4726.0,32.0,0.16,69.0,0.312,0,28.0,2,4897.0,28.0,0.2,70.0,0.16,0,72.0,2,4994.0,21.0,0.19,57.0,0.081,0,14.0,2,4399.0,32.0,0.18,54.0,0.517,0,75.0,4,106.0
,22690.0,9.0,4746.0,25.0,0.16,68.0,0.355,0,26.0,2,4843.0,27.0,0.2,62.0,0.111,0,20.0,1,4627.0,33.0,0.14,56.0,0.46299999999999997,0,12.0,3,4349.0,34.0,0.16,34.0,0.321,0,40.0,2,4965.0,22.0,0.0,43.0,0.0,0,64.0,1,4764.0,29.0,0.18,64.0,0.444,0,66.0,1,24.0
,2610.0,10.0,4246.0,37.0,0.2,23.0,0.23600000000000002,0,39.0,2,4450.0,32.0,0.16,22.0,0.5670000000000001,0,27.0,4,4758.0,30.0,0.19,36.0,0.295,0,47.0,2,4224.0,37.0,0.19,17.0,0.191,0,37.0,2,4678.0,31.0,0.17,24.0,0.387,0,22.0,3,4282.0,36.0,0.16,72.0,0.156,0,33.0,2,1.0
,1780.0,11.0,4590.0,27.0,0.16,58.0,0.46799999999999997,0,42.0,4,4300.0,36.0,0.19,39.0,0.28800000000000003,0,58.0,2,4936.0,23.0,0.17,71.0,0.312,0,45.0,1,4286.0,35.0,0.17,20.0,0.364,0,65.0,3,5021.0,25.0,0.19,12.0,0.034,0,15.0,2,4313.0,35.0,0.17,66.0,0.306,0,21.0,2,1.0
,3000.0,12.0,4530.0,31.0,0.15,65.0,0.4,0,46.0,4,4399.0,32.0,0.18,54.0,0.517,0,75.0,4,4443.0,33.0,0.18,11.0,0.44799999999999995,0,62.0,3,4482.0,30.0,0.16,13.0,0.63,0,11.0,4,4546.0,31.0,0.21,26.0,0.307,0,25.0,2,4611.0,29.0,0.16,31.0,0.445,0,55.0,3,10.0
,780.0,1.0,4627.0,33.0,0.14,56.0,0.46299999999999997,0,12.0,3,4246.0,37.0,0.2,23.0,0.23600000000000002,0,39.0,2,4773.0,26.0,0.17,42.0,0.28,0,19.0,2,4965.0,22.0,0.0,43.0,0.0,0,64.0,1,4414.0,33.0,0.16,14.0,0.345,0,13.0,2,5045.0,19.0,0.19,38.0,0.095,0,63.0,2,5.0
,1030.0,2.0,4313.0,35.0,0.17,66.0,0.306,0,21.0,2,4224.0,37.0,0.19,17.0,0.191,0,37.0,2,4519.0,32.0,0.14,41.0,0.40399999999999997,0,36.0,3,4530.0,31.0,0.15,65.0,0.4,0,46.0,4,4758.0,30.0,0.19,36.0,0.295,0,47.0,2,4819.0,28.0,0.15,61.0,0.309,0,23.0,3,62.0
,7120.0,3.0,4611.0,29.0,0.16,31.0,0.445,0,55.0,3,4746.0,25.0,0.16,68.0,0.355,0,26.0,2,4891.0,30.0,0.18,47.0,0.217,0,74.0,2,4443.0,33.0,0.18,11.0,0.44799999999999995,0,62.0,3,5030.0,22.0,0.19,55.0,0.01,0,31.0,1,4590.0,27.0,0.16,58.0,0.46799999999999997,0,42.0,4,24.0
,420.0,4.0,4399.0,32.0,0.18,54.0,0.517,0,75.0,4,4726.0,32.0,0.16,69.0,0.312,0,28.0,2,4765.0,29.0,0.13,32.0,0.254,0,43.0,2,4282.0,36.0,0.16,72.0,0.156,0,33.0,2,4300.0,36.0,0.19,39.0,0.28800000000000003,0,58.0,2,5021.0,25.0,0.19,12.0,0.034,0,15.0,2,3.0
,4370.0,5.0,4450.0,32.0,0.16,22.0,0.5670000000000001,0,27.0,4,4286.0,35.0,0.17,20.0,0.364,0,65.0,3,4246.0,37.0,0.2,23.0,0.23600000000000002,0,39.0,2,4994.0,21.0,0.19,57.0,0.081,0,14.0,2,4843.0,27.0,0.2,62.0,0.111,0,20.0,1,4804.0,25.0,0.18,19.0,0.442,0,24.0,4,6.0
,8920.0,7.0,4484.0,29.0,0.2,63.0,0.233,0,17.0,2,4773.0,26.0,0.17,42.0,0.28,0,19.0,2,4819.0,28.0,0.15,61.0,0.309,0,23.0,3,4611.0,29.0,0.16,31.0,0.445,0,55.0,3,4689.0,26.0,0.18,40.0,0.129,0,52.0,2,4678.0,31.0,0.17,24.0,0.387,0,22.0,3,32.0
