,date,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,2017-04-01,2270.0,1,3281,71.0,71.0,3137,51.0,76.0,4247,24.0,61.0,3164,21.0,77.0,4811,9.0,75.0,4077,25.0,81.0,5
,2017-04-01,590.0,2,4411,22.0,39.0,3158,76.0,58.0,3916,59.0,73.0,4360,70.0,52.0,3859,80.0,82.0,4301,73.0,70.0,4
,2017-04-01,2160.0,3,3141,68.0,50.0,2907,13.0,88.0,4475,35.0,56.0,4545,30.0,87.0,3838,78.0,86.0,4902,57.0,67.0,63
,2017-04-01,710.0,4,3107,31.0,66.0,3968,79.0,89.0,3788,72.0,94.0,4459,67.0,93.0,4334,19.0,79.0,3734,55.0,85.0,6
,2017-04-01,830.0,5,4218,66.0,62.0,4085,62.0,64.0,4538,2.0,65.0,4811,9.0,75.0,4463,39.0,90.0,3578,75.0,74.0,4
,2017-04-01,1520.0,6,4739,63.0,68.0,3212,77.0,78.0,4360,70.0,52.0,4077,25.0,81.0,3353,69.0,92.0,3703,64.0,91.0,3
,2017-04-01,1660.0,7,4247,24.0,61.0,4084,17.0,63.0,3859,80.0,82.0,2907,13.0,88.0,4362,74.0,59.0,3712,15.0,51.0,4
,2017-04-01,17270.0,8,4485,18.0,84.0,3916,59.0,73.0,3303,37.0,53.0,4639,65.0,60.0,4186,26.0,54.0,3563,14.0,83.0,105
,2017-04-01,23150.0,9,3158,76.0,58.0,4538,2.0,65.0,3734,55.0,85.0,4185,34.0,69.0,3164,21.0,77.0,3838,78.0,86.0,85
,2017-04-01,13530.0,10,4571,60.0,72.0,4411,22.0,39.0,4378,50.0,55.0,4085,62.0,64.0,3574,1.0,57.0,4459,67.0,93.0,48
,2017-04-01,2660.0,11,4084,17.0,63.0,3391,61.0,80.0,3107,31.0,66.0,3578,75.0,74.0,4301,73.0,70.0,4475,35.0,56.0,7
,2017-04-01,20950.0,12,4362,74.0,59.0,3563,14.0,83.0,3703,64.0,91.0,4218,66.0,62.0,4545,30.0,87.0,3788,72.0,94.0,67
,2017-04-02,44380.0,1,4538,2.0,65.0,4334,19.0,79.0,3141,68.0,50.0,3916,59.0,73.0,2907,13.0,88.0,4463,39.0,90.0,67
,2017-04-02,15530.0,2,3968,79.0,89.0,4185,34.0,69.0,4639,65.0,60.0,3158,76.0,58.0,4902,57.0,67.0,4571,60.0,72.0,24
,2017-04-02,1230.0,3,3734,55.0,85.0,4360,70.0,52.0,3281,71.0,71.0,3137,51.0,76.0,4378,50.0,55.0,3303,37.0,53.0,16
,2017-04-02,1250.0,4,3164,21.0,77.0,3107,31.0,66.0,4811,9.0,75.0,3353,69.0,92.0,4485,18.0,84.0,4739,63.0,68.0,9
,2017-04-02,4770.0,5,3212,77.0,78.0,4301,73.0,70.0,4186,26.0,54.0,3859,80.0,82.0,4247,24.0,61.0,3391,61.0,80.0,84
,2017-04-02,730.0,6,4459,67.0,93.0,4639,65.0,60.0,3574,1.0,57.0,3563,14.0,83.0,3141,68.0,50.0,4084,17.0,63.0,12
