,date,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,2013-04-16,20380.0,2,4194,68.0,94.0,3810,35.0,19.0,4355,65.0,53.0,3281,53.0,57.0,4128,78.0,27.0,4640,24.0,79.0,88
,2013-04-16,5850.0,3,4121,13.0,74.0,2504,51.0,59.0,3915,57.0,73.0,4060,15.0,88.0,4572,59.0,36.0,3877,50.0,17.0,12
,2013-04-16,5430.0,4,3293,76.0,84.0,2752,52.0,87.0,3658,2.0,21.0,3360,28.0,67.0,2763,79.0,75.0,3997,71.0,82.0,20
,2013-04-16,1820.0,5,3564,38.0,32.0,3507,16.0,55.0,4152,20.0,14.0,2776,27.0,66.0,3898,29.0,81.0,3393,18.0,76.0,54
,2013-04-16,1360.0,6,3888,32.0,68.0,4256,8.0,31.0,3120,74.0,37.0,3829,30.0,69.0,4249,3.0,29.0,3951,31.0,70.0,21
,2013-04-16,1920.0,7,3658,2.0,21.0,4194,68.0,94.0,4121,13.0,74.0,4095,69.0,58.0,4659,34.0,86.0,3869,54.0,89.0,12
,2013-04-16,3830.0,8,4355,65.0,53.0,3556,11.0,93.0,3877,50.0,17.0,4268,33.0,85.0,2776,27.0,66.0,2763,79.0,75.0,1
,2013-04-16,1100.0,9,3507,16.0,55.0,4060,15.0,88.0,3293,76.0,84.0,3626,26.0,91.0,3460,55.0,60.0,3683,56.0,34.0,4
,2013-04-16,1200.0,10,4152,20.0,14.0,3702,70.0,83.0,3951,31.0,70.0,3902,39.0,77.0,3869,54.0,89.0,3881,19.0,90.0,9
,2013-04-16,590.0,11,4256,8.0,31.0,3963,37.0,80.0,4128,78.0,27.0,3997,71.0,82.0,3747,64.0,23.0,4104,17.0,78.0,2
,2013-04-16,1210.0,12,3556,11.0,13.0,4095,69.0,58.0,3898,29.0,81.0,3888,32.0,68.0,3915,57.0,73.0,3360,28.0,67.0,7
,2013-04-17,3950.0,1,4268,33.0,85.0,3120,74.0,37.0,3393,18.0,76.0,4659,34.0,86.0,3888,32.0,68.0,3564,38.0,32.0,14
,2013-04-17,4320.0,2,3281,53.0,57.0,3829,30.0,69.0,4249,3.0,29.0,2752,52.0,87.0,4655,61.0,64.0,4095,69.0,58.0,104
,2013-04-17,4990.0,3,2504,51.0,59.0,4572,59.0,36.0,3360,28.0,67.0,4194,68.0,94.0,4640,24.0,79.0,3626,26.0,91.0,52
