,date,result_com,number_race,racer_1_ID,racer_2_ID,racer_3_ID,racer_4_ID,racer_5_ID,racer_6_ID,money,racer_1_b,racer_1_m,racer_2_b,racer_2_m,racer_3_b,racer_3_m,racer_4_b,racer_4_m,racer_5_b,racer_5_m,racer_6_b,racer_6_m
,2019-04-10,47,2,3235,3741,4776,3281,3708,3792,7060.0,37.0,33.0,49.0,59.0,48.0,23.0,64.0,22.0,52.0,55.0,55.0,20.0
,2019-04-10,10,3,3757,4309,4008,4236,3687,4122,1190.0,45.0,49.0,59.0,45.0,17.0,67.0,44.0,62.0,74.0,21.0,15.0,52.0
,2019-04-10,4,4,4254,3815,3784,4129,4355,3876,690.0,47.0,53.0,71.0,35.0,66.0,57.0,72.0,54.0,46.0,63.0,39.0,75.0
,2019-04-10,7,5,4855,3353,4711,3743,4113,4713,4920.0,56.0,43.0,61.0,60.0,30.0,16.0,18.0,36.0,38.0,11.0,31.0,27.0
,2019-04-10,83,6,4003,4078,4086,4094,4072,3741,10370.0,67.0,34.0,35.0,69.0,41.0,72.0,73.0,40.0,60.0,47.0,49.0,59.0
,2019-04-10,64,7,4257,4241,3235,4309,4666,4350,26340.0,27.0,37.0,54.0,28.0,37.0,33.0,59.0,45.0,57.0,51.0,24.0,50.0
,2019-04-10,6,8,3687,4465,4028,3870,4836,3508,880.0,74.0,21.0,22.0,68.0,63.0,38.0,70.0,56.0,58.0,29.0,43.0,39.0
,2019-04-10,9,9,4067,4008,4855,3815,4776,3711,1120.0,11.0,58.0,17.0,67.0,56.0,43.0,71.0,35.0,48.0,23.0,75.0,71.0
,2019-04-10,67,10,3743,3784,3708,3757,4003,4594,13130.0,18.0,36.0,66.0,57.0,52.0,55.0,45.0,49.0,67.0,34.0,16.0,32.0
,2019-04-10,5,11,4072,4122,3792,4254,4711,3904,840.0,60.0,47.0,15.0,52.0,55.0,20.0,47.0,53.0,30.0,16.0,62.0,12.0
,2019-04-10,4,12,4028,3876,4350,4067,4086,4236,2310.0,63.0,38.0,39.0,75.0,24.0,50.0,11.0,58.0,41.0,72.0,44.0,62.0
,2019-04-11,5,1,4008,4355,3741,3818,4078,3235,790.0,17.0,67.0,46.0,63.0,49.0,59.0,68.0,41.0,35.0,69.0,37.0,33.0
,2019-04-11,17,2,3353,4594,3870,4666,3281,3687,1690.0,61.0,60.0,16.0,32.0,70.0,56.0,57.0,51.0,64.0,22.0,74.0,21.0
,2019-04-11,1,3,4711,4072,4113,4836,4129,3815,620.0,30.0,16.0,60.0,47.0,38.0,11.0,58.0,29.0,72.0,54.0,71.0,35.0
,2019-04-11,2,4,3784,3508,4465,3559,3876,3757,2280.0,66.0,57.0,43.0,39.0,22.0,68.0,40.0,19.0,39.0,75.0,45.0,49.0
,2019-04-11,1,5,3711,4094,4236,4078,4257,4241,710.0,75.0,71.0,73.0,40.0,44.0,62.0,35.0,69.0,27.0,37.0,54.0,28.0
,2019-04-11,8,6,4836,3281,3904,4355,4309,4028,920.0,58.0,29.0,64.0,22.0,62.0,12.0,46.0,63.0,59.0,45.0,63.0,38.0
,2019-04-11,5,8,3559,4350,4003,4113,3870,4254,1050.0,40.0,19.0,24.0,50.0,67.0,34.0,38.0,11.0,70.0,56.0,47.0,53.0
,2019-04-11,16,9,3876,3711,4129,4122,3353,3743,1040.0,39.0,75.0,75.0,71.0,72.0,54.0,15.0,52.0,61.0,60.0,18.0,36.0
,2019-04-11,1,10,4086,4028,3687,4713,3792,4776,760.0,41.0,72.0,63.0,38.0,74.0,21.0,31.0,27.0,55.0,20.0,48.0,23.0
