,date,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,2020-04-01,500.0,1,3882,47.0,0.16,73.0,0.441,1,21.0,3,3313,55.0,0.19,74.0,0.15,1,26.0,2,4376,36.0,0.15,80.0,0.354,1,24.0,3,3246,56.0,0.17,39.0,0.254,1,63.0,2,3073,57.0,0.17,63.0,0.11900000000000001,1,65.0,2,5099,24.0,0.18,51.0,0.027000000000000003,1,35.0,1,6
,2020-04-01,4320.0,2,3593,52.0,0.17,27.0,0.153,1,15.0,2,3660,51.0,0.18,19.0,0.055999999999999994,1,60.0,2,3058,63.0,0.19,69.0,0.10300000000000001,1,54.0,2,3475,50.0,0.16,35.0,0.493,1,13.0,4,4434,34.0,0.17,31.0,0.363,1,36.0,3,5004,24.0,0.17,23.0,0.253,1,80.0,2,3
,2020-04-01,640.0,3,4631,33.0,0.21,68.0,0.166,1,17.0,2,4269,35.0,0.14,32.0,0.534,1,81.0,4,4362,35.0,0.15,67.0,0.456,1,68.0,4,4918,32.0,0.18,10.0,0.272,1,66.0,2,4952,26.0,0.17,75.0,0.109,1,53.0,2,4968,30.0,0.16,30.0,0.0,1,62.0,1,1
,2020-04-01,960.0,4,3372,54.0,0.2,61.0,0.17,1,27.0,2,4099,42.0,0.15,83.0,0.38299999999999995,1,33.0,3,3986,42.0,0.15,58.0,0.366,1,70.0,3,3361,51.0,0.18,71.0,0.33299999999999996,1,76.0,2,4537,30.0,0.14,66.0,0.525,1,19.0,4,5064,22.0,0.16,21.0,0.106,1,52.0,2,23
,2020-04-01,15350.0,5,3582,47.0,0.15,76.0,0.555,1,64.0,4,4799,27.0,0.17,70.0,0.127,1,84.0,2,4129,40.0,0.17,24.0,0.22899999999999998,1,82.0,2,4564,33.0,0.15,53.0,0.3,1,20.0,3,4405,35.0,0.16,29.0,0.23600000000000002,1,28.0,2,4318,36.0,0.16,79.0,0.36200000000000004,1,57.0,3,77
,2020-04-01,2400.0,6,4000,43.0,0.18,26.0,0.365,1,73.0,3,3925,45.0,0.19,84.0,0.23199999999999998,1,56.0,2,4375,36.0,0.16,14.0,0.39,1,16.0,3,4812,31.0,0.14,28.0,0.45299999999999996,1,39.0,4,3058,63.0,0.19,69.0,0.10300000000000001,1,54.0,2,4366,35.0,0.15,50.0,0.41700000000000004,1,14.0,4,79
,2020-04-01,10080.0,7,4021,40.0,0.14,52.0,0.33299999999999996,1,83.0,2,3388,51.0,0.15,81.0,0.425,1,72.0,4,3660,51.0,0.18,19.0,0.055999999999999994,1,60.0,2,4759,31.0,0.2,72.0,0.4,1,37.0,4,4314,36.0,0.16,62.0,0.298,1,23.0,2,3246,56.0,0.17,39.0,0.254,1,63.0,2,6
,2020-04-01,1010.0,8,3282,53.0,0.19,22.0,0.321,1,71.0,2,4421,32.0,0.18,64.0,0.18899999999999997,1,11.0,2,3882,47.0,0.16,73.0,0.441,1,21.0,3,4483,31.0,0.15,36.0,0.527,1,50.0,3,3709,46.0,0.22,78.0,0.159,1,25.0,2,3936,43.0,0.19,65.0,0.155,1,67.0,2,9
,2020-04-01,730.0,9,3488,53.0,0.14,82.0,0.214,1,51.0,2,4434,34.0,0.17,31.0,0.363,1,36.0,3,3073,57.0,0.17,63.0,0.11900000000000001,1,65.0,2,4952,26.0,0.17,75.0,0.109,1,53.0,2,3543,52.0,0.15,59.0,0.392,1,12.0,3,4129,40.0,0.17,24.0,0.22899999999999998,1,82.0,2,13
,2020-04-01,630.0,10,4375,36.0,0.16,14.0,0.39,1,16.0,3,3475,50.0,0.16,35.0,0.493,1,13.0,4,3313,55.0,0.19,74.0,0.15,1,26.0,2,4269,35.0,0.14,32.0,0.534,1,81.0,4,4564,33.0,0.15,53.0,0.3,1,20.0,3,3986,42.0,0.15,58.0,0.366,1,70.0,3,2
,2020-04-01,900.0,11,4099,42.0,0.15,83.0,0.38299999999999995,1,33.0,3,4376,36.0,0.15,80.0,0.354,1,24.0,3,4812,31.0,0.14,28.0,0.45299999999999996,1,39.0,4,4405,35.0,0.16,29.0,0.23600000000000002,1,28.0,2,4759,31.0,0.2,72.0,0.4,1,37.0,4,4182,37.0,0.17,33.0,0.401,1,75.0,3,3
,2020-04-01,3240.0,12,3388,51.0,0.15,81.0,0.425,1,72.0,4,4537,30.0,0.14,66.0,0.525,1,19.0,4,4366,35.0,0.15,50.0,0.41700000000000004,1,14.0,4,3582,47.0,0.15,76.0,0.555,1,64.0,4,4362,35.0,0.15,67.0,0.456,1,68.0,4,4483,31.0,0.15,36.0,0.527,1,50.0,3,21
,2020-04-02,700.0,1,3246,56.0,0.17,39.0,0.254,1,63.0,2,3936,43.0,0.19,65.0,0.155,1,67.0,2,3543,52.0,0.15,59.0,0.392,1,12.0,3,4968,30.0,0.16,30.0,0.0,1,62.0,1,3313,55.0,0.19,74.0,0.15,1,26.0,2,5004,24.0,0.17,23.0,0.253,1,80.0,2,7
,2020-04-02,7690.0,2,3058,63.0,0.19,69.0,0.10300000000000001,1,54.0,2,4182,37.0,0.17,33.0,0.401,1,75.0,3,4564,33.0,0.15,53.0,0.3,1,20.0,3,3986,42.0,0.15,58.0,0.366,1,70.0,3,5099,24.0,0.18,51.0,0.027000000000000003,1,35.0,1,4631,33.0,0.21,68.0,0.166,1,17.0,2,28
,2020-04-02,1110.0,3,3925,45.0,0.19,84.0,0.23199999999999998,1,56.0,2,4918,32.0,0.18,10.0,0.272,1,66.0,2,4537,30.0,0.14,66.0,0.525,1,19.0,4,4318,36.0,0.16,79.0,0.36200000000000004,1,57.0,3,5064,22.0,0.16,21.0,0.106,1,52.0,2,4021,40.0,0.14,52.0,0.33299999999999996,1,83.0,2,52
,2020-04-02,1860.0,4,4405,35.0,0.16,29.0,0.23600000000000002,1,28.0,2,3488,53.0,0.14,82.0,0.214,1,51.0,2,3372,54.0,0.2,61.0,0.17,1,27.0,2,4314,36.0,0.16,62.0,0.298,1,23.0,2,4799,27.0,0.17,70.0,0.127,1,84.0,2,3361,51.0,0.18,71.0,0.33299999999999996,1,76.0,2,29
