,date,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,2018-04-01,1120.0,1,3281,51.0,0.22,76.0,0.152,1,75.0,2,3066,58.0,0.19,20.0,0.168,1,38.0,2,3862,44.0,0.15,21.0,0.21600000000000003,1,93.0,2,4978,24.0,0.17,57.0,0.073,1,79.0,2,4889,30.0,0.17,73.0,0.066,1,89.0,2,4513,29.0,0.16,39.0,0.46799999999999997,1,12.0,4,5
,2018-04-01,1360.0,2,3990,40.0,0.16,69.0,0.369,1,16.0,3,3694,47.0,0.14,15.0,0.12,1,17.0,2,3841,42.0,0.19,30.0,0.447,1,77.0,4,4310,34.0,0.15,71.0,0.23,1,24.0,2,4434,32.0,0.17,35.0,0.373,1,64.0,3,4972,26.0,0.16,77.0,0.017,1,76.0,1,1
,2018-04-01,1380.0,3,3690,48.0,0.18,11.0,0.37,1,21.0,3,3682,45.0,0.19,27.0,0.115,1,53.0,2,4688,26.0,0.15,59.0,0.44299999999999995,1,26.0,4,4394,32.0,0.15,88.0,0.327,1,50.0,3,4948,26.0,0.2,82.0,0.1,1,82.0,2,3548,48.0,0.12,75.0,0.408,1,81.0,3,1
,2018-04-01,19020.0,5,4384,33.0,0.16,74.0,0.517,1,63.0,4,3870,43.0,0.16,18.0,0.254,1,70.0,2,4007,39.0,0.14,83.0,0.336,1,62.0,2,4684,28.0,0.16,60.0,0.29600000000000004,1,74.0,2,4839,28.0,0.13,14.0,0.379,1,31.0,3,3890,43.0,0.16,68.0,0.419,1,32.0,3,49
,2018-04-01,1480.0,6,3782,42.0,0.18,54.0,0.456,1,80.0,4,4310,34.0,0.15,71.0,0.23,1,24.0,2,3744,44.0,0.13,79.0,0.635,1,73.0,4,3538,50.0,0.18,80.0,0.392,1,22.0,3,4725,32.0,0.17,87.0,0.258,1,71.0,2,4059,39.0,0.15,86.0,0.318,1,87.0,2,49
,2018-04-01,590.0,7,3853,46.0,0.18,72.0,0.55,1,85.0,4,3151,54.0,0.15,81.0,0.36700000000000005,1,51.0,2,4512,29.0,0.18,63.0,0.44299999999999995,1,34.0,4,4972,26.0,0.16,77.0,0.017,1,76.0,1,4672,32.0,0.18,70.0,0.23,1,19.0,2,4903,25.0,0.15,61.0,0.385,1,13.0,3,5
,2018-04-01,650.0,8,4055,40.0,0.15,58.0,0.563,1,29.0,4,4394,32.0,0.15,88.0,0.327,1,50.0,3,3281,51.0,0.22,76.0,0.152,1,75.0,2,4434,32.0,0.17,35.0,0.373,1,64.0,3,4695,33.0,0.16,89.0,0.254,1,33.0,2,4324,31.0,0.15,37.0,0.48100000000000004,1,14.0,4,17
,2018-04-01,800.0,9,3915,44.0,0.19,67.0,0.414,1,27.0,3,3862,44.0,0.15,21.0,0.21600000000000003,1,93.0,2,3890,43.0,0.16,68.0,0.419,1,32.0,3,4948,26.0,0.2,82.0,0.1,1,82.0,2,4681,28.0,0.18,33.0,0.214,1,18.0,2,3566,48.0,0.2,24.0,0.324,1,28.0,2,8
,2018-04-01,2060.0,10,3538,50.0,0.18,80.0,0.392,1,22.0,3,3896,42.0,0.17,52.0,0.376,1,83.0,3,4505,30.0,0.16,85.0,0.376,1,94.0,3,3690,48.0,0.18,11.0,0.37,1,21.0,3,4684,28.0,0.16,60.0,0.29600000000000004,1,74.0,2,3841,42.0,0.19,30.0,0.447,1,77.0,4,19
,2018-04-01,4720.0,11,4512,29.0,0.18,63.0,0.44299999999999995,1,34.0,4,4007,39.0,0.14,83.0,0.336,1,62.0,2,3782,42.0,0.18,54.0,0.456,1,80.0,4,3990,40.0,0.16,69.0,0.369,1,16.0,3,4587,28.0,0.15,38.0,0.38299999999999995,1,90.0,3,4688,26.0,0.15,59.0,0.44299999999999995,1,26.0,4,17
