,date,result_com,number_race,racer_1_ID,racer_2_ID,racer_3_ID,racer_4_ID,racer_5_ID,racer_6_ID,money,racer_1_b,racer_1_m,racer_2_b,racer_2_m,racer_3_b,racer_3_m,racer_4_b,racer_4_m,racer_5_b,racer_5_m,racer_6_b,racer_6_m
,2014-04-06,18,1,3684,3338,3005,4457,3372,4632,5610.0,30.0,49.0,63.0,61.0,5.0,75.0,18.0,53.0,26.0,60.0,52.0,34.0
,2014-04-06,10,2,3233,3170,2997,2992,4774,3368,1130.0,49.0,63.0,46.0,48.0,28.0,64.0,8.0,69.0,14.0,72.0,56.0,33.0
,2014-04-06,71,3,4167,4663,4488,3614,4236,4777,4240.0,42.0,55.0,59.0,45.0,15.0,71.0,51.0,59.0,35.0,50.0,43.0,37.0
,2014-04-06,42,4,3290,3434,4410,4191,3535,4745,3540.0,41.0,52.0,11.0,42.0,24.0,57.0,62.0,54.0,21.0,68.0,20.0,67.0
,2014-04-06,5,5,3572,4292,3372,3789,4331,4753,2520.0,47.0,56.0,36.0,70.0,26.0,60.0,34.0,51.0,12.0,46.0,1.0,40.0
,2014-04-06,2,6,2816,3397,4012,2876,3477,3862,15270.0,38.0,62.0,57.0,36.0,13.0,73.0,61.0,31.0,27.0,38.0,50.0,74.0
,2014-04-06,43,7,3005,4047,3641,2997,4472,4163,4140.0,5.0,75.0,2.0,58.0,45.0,39.0,28.0,64.0,25.0,66.0,33.0,41.0
,2014-04-06,7,8,3514,3614,3535,3368,4632,3189,2390.0,7.0,65.0,51.0,59.0,21.0,68.0,56.0,33.0,52.0,34.0,6.0,32.0
,2014-04-06,6,9,3660,3789,4457,4663,4595,4774,1510.0,53.0,44.0,34.0,51.0,18.0,53.0,59.0,45.0,17.0,35.0,14.0,72.0
,2014-04-06,104,10,4191,3684,4331,3233,4488,4356,21260.0,62.0,54.0,30.0,49.0,12.0,46.0,49.0,63.0,15.0,71.0,40.0,47.0
,2014-04-06,42,12,2992,3290,3514,3572,3641,4236,4060.0,8.0,69.0,41.0,52.0,7.0,65.0,47.0,56.0,45.0,39.0,35.0,50.0
,2014-04-07,20,1,4191,3189,3368,4753,3338,4595,4340.0,62.0,54.0,6.0,32.0,56.0,33.0,1.0,40.0,63.0,61.0,17.0,35.0
,2014-04-07,2,2,3477,4331,3397,3290,4663,3170,1260.0,27.0,38.0,12.0,46.0,57.0,36.0,41.0,52.0,59.0,45.0,46.0,48.0
,2014-04-07,11,3,4163,3535,2992,4012,4167,3660,5330.0,33.0,41.0,21.0,68.0,8.0,69.0,13.0,73.0,42.0,55.0,53.0,44.0
,2014-04-07,1,4,4236,4488,3233,2816,4047,4774,470.0,35.0,50.0,15.0,71.0,49.0,63.0,38.0,62.0,2.0,58.0,14.0,72.0
