,date,result_com,number_race,racer_1_ID,racer_2_ID,racer_3_ID,racer_4_ID,racer_5_ID,racer_6_ID,money,racer_1_b,racer_1_m,racer_2_b,racer_2_m,racer_3_b,racer_3_m,racer_4_b,racer_4_m,racer_5_b,racer_5_m,racer_6_b,racer_6_m
,2018-04-01,5,1,4885,3551,4590,4283,4961,4938,720.0,25.0,46.0,27.0,49.0,35.0,71.0,17.0,62.0,4.0,20.0,3.0,26.0
,2018-04-01,15,2,3802,4882,3357,4530,3182,4947,10720.0,62.0,55.0,39.0,59.0,11.0,47.0,14.0,38.0,30.0,45.0,50.0,32.0
,2018-04-01,5,3,3611,3693,3188,4994,3894,3207,780.0,53.0,18.0,23.0,58.0,33.0,65.0,9.0,48.0,7.0,52.0,41.0,63.0
,2018-04-01,21,5,3175,4045,3817,3551,3435,4936,3660.0,47.0,53.0,63.0,19.0,65.0,16.0,27.0,49.0,42.0,25.0,38.0,35.0
,2018-04-01,21,6,3357,3845,4525,4694,3232,4891,3180.0,11.0,47.0,37.0,69.0,12.0,67.0,16.0,51.0,36.0,14.0,45.0,22.0
,2018-04-01,5,7,3117,3182,3254,4961,4738,4994,1940.0,64.0,27.0,30.0,45.0,32.0,42.0,4.0,20.0,55.0,34.0,9.0,48.0
,2018-04-01,14,8,3801,4590,4400,3693,3994,4984,3470.0,58.0,33.0,35.0,71.0,21.0,39.0,23.0,58.0,60.0,21.0,59.0,68.0
,2018-04-01,22,9,4017,3435,3207,4885,4947,4929,630.0,13.0,43.0,42.0,25.0,41.0,63.0,25.0,46.0,50.0,32.0,2.0,57.0
,2018-04-01,3,10,3894,4283,3175,4901,3845,4882,2500.0,7.0,52.0,17.0,62.0,47.0,53.0,29.0,41.0,37.0,69.0,39.0,59.0
,2018-04-01,23,11,3188,4738,4694,3817,3802,4014,8240.0,33.0,65.0,55.0,34.0,16.0,51.0,65.0,16.0,62.0,55.0,19.0,66.0
,2018-04-01,5,12,4530,3232,3618,3801,3611,4045,1510.0,14.0,38.0,36.0,14.0,40.0,15.0,58.0,33.0,53.0,18.0,63.0,19.0
,2018-04-02,1,1,3188,4694,3693,4891,4990,3117,440.0,33.0,65.0,16.0,51.0,23.0,58.0,45.0,22.0,1.0,73.0,64.0,27.0
,2018-04-02,46,2,4014,3254,4901,3175,4525,4938,40850.0,19.0,66.0,32.0,42.0,29.0,41.0,47.0,53.0,12.0,67.0,3.0,26.0
,2018-04-02,5,3,3801,4936,4530,4984,4885,3817,1820.0,58.0,33.0,38.0,35.0,14.0,38.0,59.0,68.0,25.0,46.0,65.0,16.0
,2018-04-02,1,4,3232,4017,3317,4400,4947,4961,350.0,36.0,14.0,13.0,43.0,5.0,74.0,21.0,39.0,50.0,32.0,4.0,20.0
,2018-04-02,13,5,3845,4482,3182,4990,4994,3611,15650.0,37.0,69.0,31.0,13.0,30.0,45.0,1.0,73.0,9.0,48.0,53.0,18.0
,2018-04-02,97,6,3693,3802,4045,4929,3207,3618,43660.0,23.0,58.0,62.0,55.0,63.0,19.0,2.0,57.0,41.0,63.0,40.0,15.0
,2018-04-02,9,7,4590,4901,4283,3357,4088,4984,1050.0,35.0,71.0,29.0,41.0,17.0,62.0,11.0,47.0,18.0,75.0,59.0,68.0
,2018-04-02,25,8,4525,3894,3435,4738,4891,4017,2170.0,12.0,67.0,7.0,52.0,42.0,25.0,55.0,34.0,45.0,22.0,13.0,43.0
,2018-04-02,2,9,3551,3611,4882,4936,4938,3994,4070.0,27.0,49.0,53.0,18.0,39.0,59.0,38.0,35.0,3.0,26.0,60.0,21.0
,2018-04-02,5,11,4045,4014,3894,4088,4530,4400,1660.0,63.0,19.0,19.0,66.0,7.0,52.0,18.0,75.0,14.0,38.0,21.0,39.0
,2018-04-02,2,12,3435,3188,3845,4885,3802,3175,1080.0,42.0,25.0,33.0,65.0,37.0,69.0,25.0,46.0,62.0,55.0,47.0,53.0
,2018-04-03,10,1,3802,3207,4738,3317,4994,4961,1560.0,62.0,55.0,41.0,63.0,55.0,34.0,5.0,74.0,9.0,48.0,4.0,20.0
