,date,result_com,number_race,racer_1_ID,racer_2_ID,racer_3_ID,racer_4_ID,racer_5_ID,racer_6_ID,money,racer_1_b,racer_1_m,racer_2_b,racer_2_m,racer_3_b,racer_3_m,racer_4_b,racer_4_m,racer_5_b,racer_5_m,racer_6_b,racer_6_m
,2016-04-01,16,1,3302,3469,3169,3299,4829,3693,3200.0,2.0,73.0,47.0,70.0,8.0,59.0,43.0,28.0,53.0,42.0,7.0,39.0
,2016-04-01,29,2,2983,3355,3528,3579,4283,4819,6710.0,52.0,13.0,6.0,41.0,50.0,48.0,24.0,30.0,44.0,32.0,40.0,24.0
,2016-04-01,5,3,4243,4071,3801,4733,3518,4913,1020.0,25.0,34.0,37.0,65.0,42.0,56.0,20.0,71.0,17.0,49.0,28.0,22.0
,2016-04-01,7,4,3618,4098,3334,3611,4443,4784,1900.0,54.0,31.0,10.0,52.0,12.0,60.0,16.0,51.0,33.0,36.0,48.0,75.0
,2016-04-01,24,5,3674,3175,3299,3483,4773,4884,3310.0,63.0,62.0,57.0,63.0,43.0,28.0,19.0,64.0,29.0,57.0,58.0,54.0
,2016-04-01,40,6,3254,4304,3355,3469,3435,3845,1620.0,35.0,38.0,49.0,17.0,6.0,41.0,47.0,70.0,11.0,11.0,31.0,40.0
,2016-04-01,9,7,3994,3604,3117,4385,4819,4806,610.0,60.0,74.0,51.0,25.0,32.0,18.0,55.0,61.0,40.0,24.0,1.0,67.0
,2016-04-01,63,8,3334,4642,4733,4556,4738,4829,2460.0,12.0,60.0,45.0,23.0,20.0,71.0,4.0,15.0,39.0,46.0,53.0,42.0
,2016-04-01,24,9,3509,3188,4243,3169,4884,3611,1500.0,5.0,29.0,22.0,14.0,25.0,34.0,8.0,59.0,58.0,54.0,16.0,51.0
,2016-04-01,59,10,4071,2983,3674,4443,3693,3435,3070.0,37.0,65.0,52.0,13.0,63.0,62.0,33.0,36.0,7.0,39.0,11.0,11.0
,2016-04-01,15,11,4304,4385,3175,4098,3579,3518,3270.0,49.0,17.0,55.0,61.0,57.0,63.0,10.0,52.0,24.0,30.0,17.0,49.0
,2016-04-01,5,12,3188,3302,3618,3845,3801,4556,1260.0,22.0,14.0,2.0,73.0,54.0,31.0,31.0,40.0,42.0,56.0,4.0,15.0
,2016-04-02,85,1,3801,3483,4773,4806,3469,4784,10880.0,42.0,56.0,19.0,64.0,29.0,57.0,1.0,67.0,47.0,70.0,48.0,75.0
,2016-04-02,76,2,3518,4738,3604,3188,3528,4071,4430.0,17.0,49.0,39.0,46.0,51.0,25.0,22.0,14.0,50.0,48.0,37.0,65.0
,2016-04-02,88,3,3175,3509,4556,3117,3674,3254,18270.0,57.0,63.0,5.0,29.0,4.0,15.0,32.0,18.0,63.0,62.0,35.0,38.0
,2016-04-02,65,4,3845,4443,4283,4304,4642,4913,3220.0,31.0,40.0,33.0,36.0,44.0,32.0,49.0,17.0,45.0,23.0,28.0,22.0
,2016-04-02,21,5,3579,3618,3994,4819,3169,4773,590.0,24.0,30.0,54.0,31.0,60.0,74.0,40.0,24.0,8.0,59.0,29.0,57.0
,2016-04-02,68,6,3299,3518,3483,3334,3302,4243,3440.0,43.0,28.0,17.0,49.0,19.0,64.0,12.0,60.0,2.0,73.0,25.0,34.0
,2016-04-02,28,7,3693,4733,4098,3509,4784,3528,14850.0,7.0,39.0,20.0,71.0,10.0,52.0,5.0,29.0,48.0,75.0,50.0,48.0
,2016-04-02,18,8,3611,3117,4738,3801,4884,4283,9590.0,16.0,51.0,32.0,18.0,39.0,46.0,42.0,56.0,58.0,54.0,44.0,32.0
,2016-04-02,48,9,4385,3435,3845,4829,4806,2983,2180.0,55.0,61.0,11.0,11.0,31.0,40.0,53.0,42.0,1.0,67.0,52.0,13.0
,2016-04-02,64,10,3604,3334,3254,3618,4913,3188,1900.0,51.0,25.0,12.0,60.0,35.0,38.0,54.0,31.0,28.0,22.0,22.0,14.0
,2016-04-02,59,11,4556,3994,4642,3175,3355,3302,28210.0,4.0,15.0,60.0,74.0,45.0,23.0,57.0,63.0,6.0,41.0,2.0,73.0
,2016-04-02,71,12,3435,3579,3611,3674,4243,4304,36880.0,11.0,11.0,24.0,30.0,16.0,51.0,63.0,62.0,25.0,34.0,49.0,17.0
,2016-04-03,42,1,3611,3299,4071,3355,4385,3469,5200.0,16.0,51.0,43.0,28.0,37.0,65.0,6.0,41.0,55.0,61.0,47.0,70.0
,2016-04-03,6,3,3579,4283,3435,4784,3334,4806,3290.0,24.0,30.0,44.0,32.0,11.0,11.0,48.0,75.0,12.0,60.0,1.0,67.0
,2016-04-03,15,4,3188,4773,2983,3528,4829,4819,1990.0,22.0,14.0,29.0,57.0,52.0,13.0,50.0,48.0,53.0,42.0,40.0,24.0
,2016-04-03,9,5,4243,3302,4443,3604,3509,3994,2200.0,25.0,34.0,2.0,73.0,33.0,36.0,51.0,25.0,5.0,29.0,60.0,74.0
,2016-04-03,34,6,3355,3845,4556,3518,4304,4098,1090.0,6.0,41.0,31.0,40.0,4.0,15.0,17.0,49.0,49.0,17.0,10.0,52.0
,2016-04-03,19,7,3483,4642,3299,3117,4071,4884,47090.0,19.0,64.0,45.0,23.0,43.0,28.0,32.0,18.0,37.0,65.0,58.0,54.0
,2016-04-03,9,8,3801,3254,4733,3188,4819,4385,1320.0,42.0,56.0,35.0,38.0,20.0,71.0,22.0,14.0,40.0,24.0,55.0,61.0
,2016-04-03,27,9,3169,3611,3579,3175,2983,4913,1020.0,8.0,59.0,16.0,51.0,24.0,30.0,57.0,63.0,52.0,13.0,28.0,22.0
,2016-04-03,26,10,4443,3674,4304,3302,4738,4829,730.0,33.0,36.0,63.0,62.0,49.0,17.0,2.0,73.0,39.0,46.0,53.0,42.0
,2016-04-03,63,11,3845,3693,3469,3435,4556,3334,990.0,31.0,40.0,7.0,39.0,47.0,70.0,11.0,11.0,4.0,15.0,12.0,60.0
,2016-04-03,6,12,3618,3801,3518,4243,4098,3175,1590.0,54.0,31.0,42.0,56.0,17.0,49.0,25.0,34.0,10.0,52.0,57.0,63.0
,2016-04-04,9,1,4556,3693,3117,4773,4819,4806,1280.0,4.0,15.0,7.0,39.0,32.0,18.0,29.0,57.0,40.0,24.0,1.0,67.0
,2016-04-04,4,2,3334,3528,3509,3579,4913,3604,3130.0,12.0,60.0,50.0,48.0,5.0,29.0,24.0,30.0,28.0,22.0,51.0,25.0
,2016-04-04,56,3,2983,4738,3801,3169,3188,3483,7690.0,52.0,13.0,39.0,46.0,42.0,56.0,8.0,59.0,22.0,14.0,19.0,64.0
,2016-04-04,12,4,3302,3299,3254,3845,4784,4884,820.0,2.0,73.0,43.0,28.0,35.0,38.0,31.0,40.0,48.0,75.0,58.0,54.0
,2016-04-04,23,5,3175,3435,3994,4283,4829,3355,1770.0,57.0,63.0,11.0,11.0,60.0,74.0,44.0,32.0,53.0,42.0,6.0,41.0
,2016-04-04,27,6,3469,3334,4642,4243,3611,4443,5280.0,47.0,70.0,12.0,60.0,45.0,23.0,25.0,34.0,16.0,51.0,33.0,36.0
,2016-04-04,33,7,3117,4385,4738,4806,3604,4913,1990.0,32.0,18.0,55.0,61.0,39.0,46.0,1.0,67.0,51.0,25.0,28.0,22.0
,2016-04-04,2,9,3528,4243,3175,3674,3483,3509,1460.0,50.0,48.0,25.0,34.0,57.0,63.0,63.0,62.0,19.0,64.0,5.0,29.0
,2016-04-04,65,10,4098,4556,4283,3302,4733,3801,2400.0,10.0,52.0,4.0,15.0,44.0,32.0,2.0,73.0,20.0,71.0,42.0,56.0
,2016-04-04,11,12,3435,3518,3845,3611,3994,3674,4140.0,11.0,11.0,17.0,49.0,31.0,40.0,16.0,51.0,60.0,74.0,63.0,62.0
,2016-04-05,44,1,3579,4283,4443,4385,3299,3693,5630.0,24.0,30.0,44.0,32.0,33.0,36.0,55.0,61.0,43.0,28.0,7.0,39.0
,2016-04-05,49,2,4243,3604,3469,3801,4819,4884,28190.0,25.0,34.0,51.0,25.0,47.0,70.0,42.0,56.0,40.0,24.0,58.0,54.0
,2016-04-05,15,3,3302,3483,3674,3355,3618,4829,4030.0,2.0,73.0,19.0,64.0,63.0,62.0,6.0,41.0,54.0,31.0,53.0,42.0
,2016-04-05,7,4,3435,3169,4304,4733,4773,4806,560.0,11.0,11.0,8.0,59.0,49.0,17.0,20.0,71.0,29.0,57.0,1.0,67.0
,2016-04-05,21,5,3334,3188,3693,4098,4784,3528,840.0,12.0,60.0,22.0,14.0,7.0,39.0,10.0,52.0,48.0,75.0,50.0,48.0
,2016-04-05,16,6,3845,4071,4385,4819,3518,2983,1740.0,31.0,40.0,37.0,65.0,55.0,16.0,40.0,24.0,17.0,49.0,52.0,13.0
,2016-04-05,3,7,4642,3994,3355,3509,4738,3299,1240.0,45.0,23.0,60.0,74.0,6.0,41.0,5.0,29.0,39.0,46.0,43.0,28.0
,2016-04-05,13,8,4556,4733,3175,4829,4443,4913,1610.0,4.0,15.0,20.0,71.0,57.0,63.0,53.0,42.0,33.0,36.0,28.0,22.0
,2016-04-05,9,9,3611,3469,3169,3254,3117,4098,990.0,16.0,51.0,47.0,70.0,8.0,33.0,35.0,38.0,32.0,18.0,10.0,52.0
,2016-04-05,1,10,4304,3302,3579,3334,3801,3994,440.0,49.0,17.0,2.0,73.0,24.0,30.0,12.0,60.0,42.0,56.0,60.0,74.0
,2016-04-05,9,11,3674,3435,4243,4556,4642,4071,1850.0,63.0,62.0,11.0,11.0,25.0,34.0,4.0,15.0,45.0,23.0,37.0,65.0
,2016-04-05,5,12,3188,3611,3845,3528,3604,3175,510.0,22.0,14.0,16.0,51.0,31.0,40.0,50.0,48.0,51.0,25.0,57.0,63.0
,2016-04-06,22,1,3334,4738,3117,3693,4806,4829,2910.0,12.0,60.0,39.0,46.0,32.0,18.0,7.0,39.0,1.0,67.0,53.0,42.0
,2016-04-06,29,2,3175,3254,4773,3618,4784,3509,2890.0,57.0,63.0,35.0,38.0,29.0,57.0,54.0,31.0,48.0,75.0,5.0,29.0
,2016-04-06,75,3,3801,4443,4071,4733,3994,4884,20570.0,42.0,56.0,33.0,36.0,37.0,65.0,20.0,71.0,60.0,74.0,58.0,54.0
,2016-04-06,5,4,3579,3299,4098,3483,4385,4913,1540.0,24.0,30.0,43.0,28.0,10.0,52.0,19.0,64.0,55.0,16.0,28.0,22.0
,2016-04-06,31,5,3518,3435,4283,4829,3355,4642,18200.0,17.0,49.0,11.0,11.0,44.0,32.0,53.0,42.0,6.0,41.0,45.0,23.0
,2016-04-06,35,6,3528,3611,3693,3509,2983,3169,4410.0,50.0,48.0,16.0,51.0,7.0,39.0,5.0,29.0,52.0,13.0,8.0,33.0
,2016-04-06,25,7,3604,3469,3254,4773,4884,4819,3230.0,51.0,25.0,47.0,70.0,35.0,38.0,29.0,57.0,58.0,54.0,40.0,24.0
