,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,520.0,2,4501,19.0,72.0,4924,4.0,24.0,3357,8.0,70.0,3845,43.0,67.0,4984,7.0,56.0,3604,49.0,11.0,2
,260.0,3,3302,17.0,15.0,4670,44.0,37.0,4885,34.0,74.0,4993,24.0,46.0,3334,55.0,60.0,3943,31.0,23.0,2
,250.0,4,4050,13.0,68.0,3142,54.0,25.0,4347,56.0,38.0,4183,35.0,42.0,4938,50.0,14.0,4947,65.0,41.0,2
,1160.0,5,4373,51.0,44.0,4117,39.0,21.0,4694,30.0,29.0,3932,2.0,53.0,4065,48.0,30.0,5057,1.0,20.0,8
,520.0,6,4419,63.0,50.0,3674,33.0,51.0,4447,3.0,69.0,3357,8.0,70.0,4806,21.0,54.0,3900,14.0,57.0,1
,1390.0,7,3177,6.0,71.0,3604,49.0,11.0,3580,25.0,17.0,3943,31.0,23.0,4893,32.0,27.0,4744,20.0,58.0,6
,1490.0,8,3801,45.0,39.0,3474,38.0,47.0,4929,59.0,34.0,3188,42.0,52.0,4924,4.0,24.0,4993,24.0,46.0,17
,250.0,10,4347,56.0,38.0,4447,3.0,69.0,4501,19.0,72.0,4670,44.0,37.0,4373,51.0,44.0,4961,12.0,75.0,1
,10540.0,11,3334,55.0,60.0,3932,2.0,53.0,4183,35.0,42.0,3801,45.0,39.0,3674,33.0,51.0,4893,32.0,27.0,15
,590.0,12,4885,34.0,74.0,3845,43.0,67.0,3188,42.0,52.0,4050,13.0,68.0,4304,27.0,64.0,4117,39.0,21.0,3
,2980.0,1,4117,39.0,21.0,4419,63.0,50.0,3604,49.0,11.0,3142,54.0,25.0,3580,25.0,17.0,4694,30.0,29.0,5
,1860.0,2,4447,3.0,69.0,4744,20.0,58.0,3474,38.0,47.0,4885,34.0,74.0,5057,1.0,20.0,4938,50.0,14.0,11
,860.0,3,3900,14.0,57.0,3177,6.0,71.0,3845,43.0,67.0,4984,7.0,56.0,4183,35.0,42.0,4929,59.0,34.0,11
,380.0,4,3188,42.0,52.0,4714,61.0,65.0,4993,24.0,46.0,4373,51.0,44.0,4901,18.0,35.0,4670,44.0,37.0,4
,610.0,5,4893,32.0,27.0,4050,13.0,68.0,4947,65.0,41.0,4419,63.0,50.0,3801,45.0,39.0,4501,19.0,72.0,9
,2140.0,6,3357,8.0,70.0,3334,55.0,60.0,3302,17.0,15.0,4065,48.0,30.0,3474,38.0,47.0,4304,27.0,64.0,12
,360.0,7,3142,54.0,25.0,4347,56.0,38.0,4924,4.0,24.0,4961,12.0,75.0,4929,59.0,34.0,5057,1.0,20.0,8
,410.0,8,3674,33.0,51.0,3943,31.0,23.0,4373,51.0,44.0,3604,49.0,11.0,4885,34.0,74.0,4984,7.0,56.0,2
,460.0,9,4744,20.0,58.0,3302,17.0,15.0,4806,21.0,54.0,4901,18.0,35.0,4050,13.0,68.0,3177,6.0,71.0,8
,330.0,10,3580,25.0,17.0,3188,42.0,52.0,3900,14.0,57.0,3334,55.0,60.0,4947,65.0,41.0,3932,2.0,53.0,1
,920.0,11,4183,35.0,42.0,4938,50.0,14.0,4117,39.0,21.0,4501,19.0,72.0,4961,12.0,75.0,4065,48.0,30.0,11
,430.0,12,3845,43.0,67.0,4694,30.0,29.0,3801,45.0,39.0,3674,33.0,51.0,4447,3.0,69.0,4347,56.0,38.0,3
,230.0,1,4501,19.0,72.0,3357,8.0,70.0,4744,20.0,58.0,3177,6.0,71.0,4670,44.0,37.0,4929,59.0,34.0,1
,370.0,2,3334,55.0,60.0,4961,12.0,75.0,4893,32.0,27.0,3188,42.0,52.0,4694,30.0,29.0,5057,1.0,20.0,3
,2200.0,3,4373,51.0,44.0,4714,61.0,65.0,4050,13.0,68.0,4924,4.0,24.0,3302,17.0,15.0,3474,38.0,47.0,13
,950.0,4,3900,14.0,57.0,3801,45.0,39.0,3943,31.0,23.0,4117,39.0,21.0,4993,24.0,46.0,4984,7.0,56.0,6
,340.0,5,4670,44.0,37.0,4885,34.0,74.0,3142,54.0,25.0,4901,18.0,35.0,4419,63.0,50.0,4304,27.0,64.0,6
,510.0,6,4961,12.0,75.0,3580,25.0,17.0,3845,43.0,67.0,4947,65.0,41.0,3177,6.0,71.0,4447,3.0,69.0,1
,370.0,7,3604,49.0,11.0,4806,21.0,54.0,4938,50.0,14.0,4694,30.0,29.0,4744,20.0,58.0,4714,61.0,65.0,2
,3470.0,8,3302,17.0,15.0,4117,39.0,21.0,3932,2.0,53.0,4929,59.0,34.0,5057,1.0,20.0,3674,33.0,51.0,27
,430.0,9,3943,31.0,23.0,4183,35.0,42.0,4347,56.0,38.0,3474,38.0,47.0,3845,43.0,67.0,3142,54.0,25.0,7
