,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,220.0,1,4885,25.0,46.0,3551,27.0,49.0,4590,35.0,71.0,4283,17.0,62.0,4961,4.0,20.0,4938,3.0,26.0,2
,5310.0,2,3802,62.0,55.0,4882,39.0,59.0,3357,11.0,47.0,4530,14.0,38.0,3182,30.0,45.0,4947,50.0,32.0,4
,210.0,3,3611,53.0,18.0,3693,23.0,58.0,3188,33.0,65.0,4994,9.0,48.0,3894,7.0,52.0,3207,41.0,63.0,2
,560.0,5,3175,47.0,53.0,4045,63.0,19.0,3817,65.0,16.0,3551,27.0,49.0,3435,42.0,25.0,4936,38.0,35.0,6
,440.0,6,3357,11.0,47.0,3845,37.0,69.0,4525,12.0,67.0,4694,16.0,51.0,3232,36.0,14.0,4891,45.0,22.0,6
,780.0,7,3117,64.0,27.0,3182,30.0,45.0,3254,32.0,42.0,4961,4.0,20.0,4738,55.0,34.0,4994,9.0,48.0,2
,610.0,8,3801,58.0,33.0,4590,35.0,71.0,4400,21.0,39.0,3693,23.0,58.0,3994,60.0,21.0,4984,59.0,68.0,4
,410.0,9,4017,13.0,43.0,3435,42.0,25.0,3207,41.0,63.0,4885,25.0,46.0,4947,50.0,32.0,4929,2.0,57.0,6
,820.0,10,3894,7.0,52.0,4283,17.0,62.0,3175,47.0,53.0,4901,29.0,41.0,3845,37.0,69.0,4882,39.0,59.0,1
,1980.0,11,3188,33.0,65.0,4738,55.0,34.0,4694,16.0,51.0,3817,65.0,16.0,3802,62.0,55.0,4014,19.0,66.0,6
,570.0,12,4530,14.0,38.0,3232,36.0,14.0,3618,40.0,15.0,3801,58.0,33.0,3611,53.0,18.0,4045,63.0,19.0,2
,250.0,1,3188,33.0,65.0,4694,16.0,51.0,3693,23.0,58.0,4891,45.0,22.0,4990,1.0,73.0,3117,64.0,27.0,1
,10100.0,2,4014,19.0,66.0,3254,32.0,42.0,4901,29.0,41.0,3175,47.0,53.0,4525,12.0,67.0,4938,3.0,26.0,12
,180.0,3,3801,58.0,33.0,4936,38.0,35.0,4530,14.0,38.0,4984,59.0,68.0,4885,25.0,46.0,3817,65.0,16.0,2
,150.0,4,3232,36.0,14.0,4017,13.0,43.0,3317,5.0,74.0,4400,21.0,39.0,4947,50.0,32.0,4961,4.0,20.0,1
,6310.0,5,3845,37.0,69.0,4482,31.0,13.0,3182,30.0,45.0,4990,1.0,73.0,4994,9.0,48.0,3611,53.0,18.0,4
