,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
8306,17.0,7.0,140.0,19720.0,15200.0,60.0,152.0,129.73684210526315,8.552631578947368,13.0,89.0
8307,17.0,7.0,141.0,20750.0,15000.0,60.0,150.0,138.33333333333334,8.666666666666668,13.0,90.0
8308,17.0,7.0,142.0,17810.0,15900.0,60.0,159.0,112.01257861635222,7.547169811320754,12.0,91.0
8390,17.0,8.0,125.0,51050.0,44200.0,60.0,442.0,115.49773755656106,5.656108597285066,25.0,74.0
8391,17.0,8.0,126.0,57660.0,41000.0,60.0,410.0,140.6341463414634,7.073170731707316,29.0,75.0
8392,17.0,8.0,127.0,50590.0,41000.0,60.0,410.0,123.39024390243902,6.3414634146341475,26.0,76.0
8393,17.0,8.0,128.0,50300.0,40200.0,60.0,402.0,125.12437810945272,6.218905472636816,25.0,77.0
8394,17.0,8.0,129.0,51520.0,36100.0,60.0,361.0,142.7146814404432,6.925207756232688,25.0,78.0
8395,17.0,8.0,130.0,54360.0,37500.0,60.0,375.0,144.96,7.199999999999998,27.0,79.0
8396,17.0,8.0,131.0,43910.0,34200.0,60.0,342.0,128.3918128654971,7.0175438596491215,24.0,80.0
8397,17.0,8.0,132.0,37930.0,30800.0,60.0,308.0,123.14935064935064,6.8181818181818175,21.0,81.0
8398,17.0,8.0,133.0,49410.0,32800.0,60.0,328.0,150.640243902439,7.01219512195122,23.0,82.0
8399,17.0,8.0,134.0,35950.0,30100.0,60.0,301.0,119.43521594684385,6.312292358803988,19.0,83.0
8408,17.0,8.0,143.0,24050.0,18200.0,60.0,182.0,132.14285714285714,7.6923076923076925,14.0,92.0
8409,17.0,8.0,144.0,17810.0,16100.0,60.0,161.0,110.62111801242236,7.453416149068322,12.0,93.0
8410,17.0,8.0,145.0,19720.0,17500.0,60.0,175.0,112.68571428571428,7.428571428571429,13.0,94.0
8582,18.0,5.0,119.0,55780.0,45900.0,36.0,459.0,121.52505446623094,1.96078431372549,9.0,68.0
8679,18.0,6.0,117.0,79760.0,70900.0,36.0,709.0,112.49647390691112,1.833568406205924,13.0,66.0
8680,18.0,6.0,118.0,77810.0,64400.0,36.0,644.0,120.82298136645964,1.8633540372670807,12.0,67.0
8681,18.0,6.0,119.0,81080.0,58400.0,36.0,584.0,138.83561643835614,2.3972602739726026,14.0,68.0
8682,18.0,6.0,120.0,77700.0,56000.0,36.0,560.0,138.75,2.142857142857143,12.0,69.0
8683,18.0,6.0,121.0,75630.0,51600.0,36.0,516.0,146.56976744186045,2.1317829457364343,11.0,70.0
8684,18.0,6.0,122.0,63230.0,44800.0,36.0,448.0,141.13839285714286,2.455357142857143,11.0,71.0
8685,18.0,6.0,123.0,73010.0,43200.0,36.0,432.0,169.00462962962962,2.314814814814815,10.0,72.0
