,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,630.0,1,4045,42.0,25.0,2995,58.0,47.0,3483,47.0,49.0,3317,46.0,52.0,3943,32.0,67.0,4923,11.0,31.0,9
,5410.0,2,4065,69.0,58.0,3334,23.0,23.0,3579,68.0,55.0,4286,43.0,12.0,3289,18.0,33.0,4525,27.0,24.0,15
,670.0,3,4502,39.0,37.0,3528,40.0,54.0,3175,60.0,14.0,4014,51.0,42.0,3470,38.0,56.0,4882,31.0,74.0,6
,680.0,4,3618,53.0,41.0,4443,24.0,16.0,3469,34.0,20.0,3871,52.0,68.0,3254,59.0,27.0,4913,22.0,61.0,3
,2120.0,5,2995,58.0,47.0,3435,29.0,40.0,4017,28.0,45.0,4372,14.0,29.0,3604,62.0,66.0,4183,41.0,57.0,26
,810.0,6,3142,20.0,43.0,4611,65.0,36.0,4373,17.0,28.0,4525,27.0,24.0,4923,11.0,31.0,4050,19.0,60.0,28
,640.0,7,3802,57.0,53.0,3801,61.0,48.0,3611,25.0,62.0,3169,45.0,34.0,3483,47.0,49.0,3579,68.0,55.0,1
,2370.0,8,3943,32.0,67.0,3580,55.0,70.0,3289,18.0,33.0,3139,13.0,11.0,4882,31.0,74.0,4443,24.0,16.0,1
,2790.0,9,4088,36.0,22.0,3175,60.0,14.0,4065,69.0,58.0,4183,41.0,57.0,3469,34.0,20.0,4722,33.0,46.0,26
,1830.0,10,4373,17.0,28.0,4478,16.0,44.0,4502,39.0,37.0,4098,30.0,75.0,3334,23.0,23.0,3317,46.0,52.0,7
,1580.0,11,4286,43.0,12.0,3604,62.0,66.0,3182,44.0,35.0,4050,19.0,60.0,3801,61.0,48.0,4791,35.0,18.0,10
,11110.0,12,3435,29.0,40.0,4045,42.0,25.0,3580,55.0,70.0,3618,53.0,41.0,3611,25.0,62.0,4611,65.0,36.0,13
,11250.0,1,4443,24.0,16.0,3169,45.0,34.0,3871,52.0,68.0,4017,28.0,45.0,3182,44.0,35.0,4882,31.0,74.0,18
,1170.0,2,3580,55.0,39.0,4014,51.0,42.0,4286,43.0,12.0,3435,29.0,40.0,4478,16.0,44.0,4088,36.0,22.0,6
,930.0,3,4611,65.0,36.0,4098,30.0,75.0,3801,61.0,48.0,4065,69.0,58.0,2995,58.0,47.0,4913,22.0,61.0,2
,550.0,4,3579,68.0,55.0,3334,23.0,23.0,4791,35.0,18.0,3142,20.0,43.0,3528,40.0,54.0,3483,47.0,49.0,3
,1120.0,5,3169,45.0,34.0,4050,19.0,60.0,3254,59.0,27.0,3470,38.0,56.0,4722,33.0,46.0,4045,42.0,25.0,30
,1370.0,6,4183,41.0,57.0,4525,27.0,24.0,3618,53.0,41.0,4478,16.0,44.0,3802,57.0,53.0,4923,11.0,31.0,43
,1910.0,7,4017,28.0,45.0,3611,25.0,62.0,4088,36.0,22.0,3289,18.0,33.0,4913,22.0,61.0,4502,39.0,37.0,12
,900.0,8,4098,30.0,75.0,4372,14.0,29.0,3142,20.0,43.0,3580,55.0,39.0,3175,60.0,14.0,3871,52.0,68.0,9
,11940.0,10,3469,34.0,20.0,3618,53.0,41.0,3317,46.0,52.0,4791,35.0,18.0,4014,51.0,42.0,4373,17.0,28.0,32
,1020.0,11,3611,25.0,62.0,3254,59.0,27.0,3604,62.0,66.0,3334,23.0,23.0,3139,13.0,11.0,3802,57.0,53.0,9
,2390.0,12,4050,19.0,60.0,3579,68.0,55.0,4443,24.0,16.0,4502,39.0,37.0,4065,69.0,58.0,4372,14.0,29.0,62
,1480.0,2,3611,25.0,62.0,4183,41.0,57.0,4611,65.0,36.0,3579,68.0,55.0,4050,19.0,60.0,3604,62.0,66.0,1
,730.0,3,4065,69.0,58.0,4722,33.0,46.0,4525,27.0,24.0,3801,61.0,48.0,4443,24.0,16.0,3470,38.0,71.0,15
,24350.0,4,3580,55.0,39.0,4045,42.0,25.0,3139,13.0,11.0,2995,58.0,47.0,3169,45.0,34.0,4882,31.0,74.0,31
,1820.0,5,3289,18.0,33.0,4502,39.0,37.0,3528,40.0,54.0,4373,17.0,28.0,4286,43.0,12.0,3142,20.0,43.0,29
,1020.0,6,4478,16.0,44.0,4791,35.0,18.0,4372,14.0,29.0,3604,62.0,66.0,3618,53.0,41.0,4098,30.0,75.0,14
,3520.0,7,3483,47.0,49.0,3802,57.0,53.0,4443,24.0,16.0,4088,36.0,22.0,4611,65.0,36.0,3943,32.0,67.0,89
,4950.0,8,3801,61.0,48.0,3871,52.0,68.0,4183,41.0,57.0,3469,34.0,20.0,3580,55.0,39.0,4923,11.0,31.0,23
,1800.0,9,3254,59.0,27.0,4014,51.0,42.0,4722,33.0,46.0,3611,25.0,62.0,4373,17.0,28.0,2995,58.0,47.0,23
,2350.0,10,3182,44.0,35.0,3289,18.0,33.0,4050,19.0,60.0,4882,31.0,74.0,3317,46.0,52.0,3334,23.0,23.0,25
,3760.0,11,4372,14.0,29.0,4017,28.0,45.0,3579,68.0,55.0,4286,43.0,12.0,4525,27.0,24.0,3139,13.0,11.0,7
