,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,7060.0,2,3235,37.0,33.0,3741,49.0,59.0,4776,48.0,23.0,3281,64.0,22.0,3708,52.0,55.0,3792,55.0,20.0,47
,1190.0,3,3757,45.0,49.0,4309,59.0,45.0,4008,17.0,67.0,4236,44.0,62.0,3687,74.0,21.0,4122,15.0,52.0,10
,690.0,4,4254,47.0,53.0,3815,71.0,35.0,3784,66.0,57.0,4129,72.0,54.0,4355,46.0,63.0,3876,39.0,75.0,4
,4920.0,5,4855,56.0,43.0,3353,61.0,60.0,4711,30.0,16.0,3743,18.0,36.0,4113,38.0,11.0,4713,31.0,27.0,7
,10370.0,6,4003,67.0,34.0,4078,35.0,69.0,4086,41.0,72.0,4094,73.0,40.0,4072,60.0,47.0,3741,49.0,59.0,83
,26340.0,7,4257,27.0,37.0,4241,54.0,28.0,3235,37.0,33.0,4309,59.0,45.0,4666,57.0,51.0,4350,24.0,50.0,64
,880.0,8,3687,74.0,21.0,4465,22.0,68.0,4028,63.0,38.0,3870,70.0,56.0,4836,58.0,29.0,3508,43.0,39.0,6
,1120.0,9,4067,11.0,58.0,4008,17.0,67.0,4855,56.0,43.0,3815,71.0,35.0,4776,48.0,23.0,3711,75.0,71.0,9
,13130.0,10,3743,18.0,36.0,3784,66.0,57.0,3708,52.0,55.0,3757,45.0,49.0,4003,67.0,34.0,4594,16.0,32.0,67
,840.0,11,4072,60.0,47.0,4122,15.0,52.0,3792,55.0,20.0,4254,47.0,53.0,4711,30.0,16.0,3904,62.0,12.0,5
,2310.0,12,4028,63.0,38.0,3876,39.0,75.0,4350,24.0,50.0,4067,11.0,58.0,4086,41.0,72.0,4236,44.0,62.0,4
,790.0,1,4008,17.0,67.0,4355,46.0,63.0,3741,49.0,59.0,3818,68.0,41.0,4078,35.0,69.0,3235,37.0,33.0,5
,1690.0,2,3353,61.0,60.0,4594,16.0,32.0,3870,70.0,56.0,4666,57.0,51.0,3281,64.0,22.0,3687,74.0,21.0,17
,620.0,3,4711,30.0,16.0,4072,60.0,47.0,4113,38.0,11.0,4836,58.0,29.0,4129,72.0,54.0,3815,71.0,35.0,1
