,date,result_com,number_race,racer_1_ID,racer_2_ID,racer_3_ID,racer_4_ID,racer_5_ID,racer_6_ID,money,racer_1_b,racer_1_m,racer_2_b,racer_2_m,racer_3_b,racer_3_m,racer_4_b,racer_4_m,racer_5_b,racer_5_m,racer_6_b,racer_6_m
,2014-04-01,8,1,4335,3868,3819,3545,4776,4763,2340.0,52.0,48.0,75.0,13.0,17.0,18.0,63.0,14.0,23.0,34.0,76.0,49.0
,2014-04-01,1,2,3872,4564,3592,4533,4682,4709,680.0,19.0,71.0,61.0,69.0,43.0,12.0,71.0,30.0,14.0,74.0,21.0,57.0
,2014-04-01,11,4,4511,3582,4162,3659,4624,4549,2420.0,49.0,64.0,69.0,27.0,27.0,25.0,65.0,37.0,68.0,44.0,64.0,16.0
,2014-04-01,3,5,3550,3519,4552,4583,4574,4749,390.0,31.0,26.0,22.0,45.0,67.0,35.0,34.0,38.0,11.0,56.0,33.0,68.0
,2014-04-01,55,6,3592,4151,3360,3782,4004,3819,8390.0,43.0,12.0,58.0,58.0,50.0,39.0,59.0,33.0,15.0,55.0,17.0,18.0
,2014-04-01,20,7,4603,4533,3095,4511,3545,3478,15130.0,39.0,72.0,71.0,30.0,72.0,66.0,49.0,64.0,63.0,14.0,24.0,46.0
,2014-04-01,53,8,3480,3675,3484,4564,3151,4776,860.0,13.0,62.0,47.0,24.0,18.0,29.0,61.0,69.0,56.0,40.0,23.0,34.0
,2014-04-01,2,10,4446,3992,3478,3872,4348,4624,570.0,57.0,23.0,37.0,11.0,24.0,46.0,19.0,71.0,70.0,31.0,68.0,44.0
,2014-04-01,2,11,3782,4051,3736,3519,4162,4495,590.0,59.0,76.0,54.0,19.0,38.0,15.0,22.0,45.0,27.0,25.0,44.0,67.0
,2014-04-01,10,12,3484,3360,3550,4335,3346,3659,890.0,18.0,29.0,50.0,39.0,31.0,26.0,52.0,48.0,74.0,50.0,65.0,37.0
,2014-04-02,14,1,4051,4603,4552,3675,3545,4682,4370.0,54.0,19.0,39.0,72.0,67.0,35.0,47.0,24.0,63.0,14.0,14.0,74.0
,2014-04-02,5,2,3151,4583,4511,4549,4709,4749,690.0,56.0,40.0,34.0,38.0,49.0,64.0,64.0,16.0,21.0,57.0,33.0,68.0
,2014-04-02,2,3,3550,4162,4235,4151,4533,3480,1070.0,31.0,26.0,27.0,25.0,20.0,47.0,58.0,58.0,71.0,30.0,13.0,62.0
,2014-04-02,54,4,3819,4335,4586,3868,3659,3992,8190.0,17.0,18.0,52.0,48.0,12.0,60.0,75.0,13.0,65.0,37.0,37.0,11.0
,2014-04-02,6,5,3582,4495,4004,4624,4682,4487,430.0,69.0,27.0,44.0,67.0,15.0,55.0,68.0,44.0,14.0,74.0,66.0,20.0
,2014-04-02,67,6,4549,3484,4348,4446,3095,3675,1750.0,64.0,16.0,18.0,29.0,70.0,31.0,57.0,23.0,72.0,66.0,47.0,24.0
,2014-04-02,29,7,4151,3592,4603,3478,4564,4776,14060.0,58.0,58.0,43.0,12.0,39.0,72.0,24.0,46.0,61.0,69.0,23.0,34.0
,2014-04-02,21,8,4583,3782,3360,4495,4552,4763,930.0,34.0,38.0,59.0,76.0,50.0,39.0,44.0,67.0,67.0,35.0,76.0,49.0
,2014-04-02,12,10,4335,4235,4574,3484,4624,4511,1360.0,52.0,48.0,20.0,47.0,11.0,56.0,18.0,29.0,68.0,44.0,49.0,64.0
,2014-04-02,9,11,3782,3346,3659,3582,3478,4348,1450.0,59.0,76.0,74.0,50.0,65.0,37.0,69.0,27.0,24.0,46.0,70.0,31.0
,2014-04-02,61,12,3872,4446,3151,4586,4004,3736,6300.0,19.0,71.0,57.0,23.0,56.0,40.0,12.0,60.0,15.0,55.0,38.0,15.0
,2014-04-03,10,1,3782,3545,4564,3095,3480,4763,570.0,59.0,76.0,63.0,14.0,61.0,69.0,72.0,66.0,13.0,62.0,76.0,49.0
,2014-04-03,5,2,4446,4603,4151,4533,4348,4709,460.0,57.0,23.0,39.0,72.0,58.0,58.0,71.0,30.0,70.0,31.0,21.0,57.0
,2014-04-03,1,3,4586,3819,3151,3592,3675,4776,560.0,12.0,60.0,17.0,18.0,56.0,40.0,43.0,12.0,47.0,24.0,23.0,34.0
