,date,result_com,number_race,racer_1_ID,racer_2_ID,racer_3_ID,racer_4_ID,racer_5_ID,racer_6_ID,money,racer_1_b,racer_1_m,racer_2_b,racer_2_m,racer_3_b,racer_3_m,racer_4_b,racer_4_m,racer_5_b,racer_5_m,racer_6_b,racer_6_m
,2012-04-01,6,1,3826,3936,2959,4640,4635,4632,920.0,49.0,12.0,24.0,63.0,75.0,11.0,41.0,29.0,27.0,22.0,45.0,49.0
,2012-04-01,2,2,2958,3478,3636,3660,4554,3561,460.0,68.0,33.0,18.0,43.0,67.0,46.0,55.0,76.0,31.0,16.0,46.0,59.0
,2012-04-01,10,3,3428,4253,4185,3883,3073,4331,5210.0,54.0,40.0,29.0,54.0,58.0,65.0,20.0,24.0,38.0,34.0,34.0,32.0
,2012-04-01,2,4,4047,3679,3670,3224,4010,4391,970.0,74.0,48.0,66.0,21.0,64.0,53.0,13.0,56.0,51.0,20.0,65.0,61.0
,2012-04-01,73,6,3866,3636,3313,4136,3694,2974,2940.0,43.0,30.0,67.0,46.0,12.0,38.0,56.0,47.0,17.0,41.0,22.0,25.0
,2012-04-01,32,7,3818,4033,3319,4342,2959,3660,2930.0,44.0,75.0,50.0,45.0,61.0,66.0,47.0,23.0,75.0,11.0,55.0,76.0
,2012-04-01,4,8,4185,4101,4010,3936,3278,4393,17640.0,58.0,65.0,23.0,15.0,51.0,20.0,24.0,63.0,52.0,74.0,25.0,64.0
,2012-04-01,21,9,3670,3685,2958,3073,4632,3989,470.0,64.0,53.0,30.0,55.0,68.0,33.0,38.0,34.0,45.0,49.0,62.0,35.0
,2012-04-01,6,10,4033,4047,3694,3826,3781,2904,1240.0,50.0,45.0,74.0,48.0,17.0,41.0,49.0,12.0,70.0,31.0,32.0,19.0
,2012-04-01,1,11,4101,4136,3753,3354,3319,3224,1080.0,23.0,15.0,56.0,47.0,21.0,28.0,59.0,71.0,61.0,66.0,13.0,56.0
,2012-04-01,14,12,3679,3473,3685,2974,4342,3313,1810.0,66.0,21.0,28.0,39.0,30.0,55.0,22.0,25.0,47.0,23.0,12.0,38.0
,2012-04-02,11,1,3278,3883,3073,4010,3989,3636,1630.0,52.0,67.0,20.0,24.0,38.0,34.0,51.0,20.0,62.0,35.0,67.0,46.0
,2012-04-02,6,2,3670,3660,2904,4391,4632,2959,1990.0,64.0,53.0,55.0,76.0,32.0,19.0,65.0,61.0,45.0,62.0,75.0,11.0
,2012-04-02,5,3,4331,3781,4253,3224,4554,3936,1710.0,34.0,32.0,70.0,31.0,29.0,54.0,13.0,56.0,31.0,16.0,24.0,63.0
,2012-04-02,81,4,4185,3866,3319,4393,3685,2958,6040.0,58.0,65.0,43.0,30.0,61.0,66.0,25.0,64.0,30.0,55.0,68.0,33.0
,2012-04-02,11,5,4342,3561,2974,3354,3826,4635,1200.0,47.0,23.0,46.0,59.0,22.0,25.0,59.0,71.0,49.0,12.0,27.0,22.0
,2012-04-02,53,6,3313,3694,3478,4033,4136,4640,36560.0,12.0,38.0,17.0,41.0,18.0,43.0,50.0,45.0,56.0,47.0,41.0,29.0
,2012-04-02,22,7,3428,3473,4393,2904,3679,3753,3320.0,54.0,40.0,28.0,39.0,25.0,64.0,32.0,19.0,66.0,21.0,21.0,28.0
,2012-04-02,92,8,3818,3354,4047,3866,4101,4058,1410.0,44.0,75.0,59.0,71.0,74.0,48.0,43.0,30.0,23.0,15.0,37.0,50.0
,2012-04-02,24,9,4033,2958,3826,3660,3883,4185,26920.0,50.0,45.0,68.0,33.0,49.0,12.0,55.0,76.0,20.0,24.0,58.0,65.0
,2012-04-02,1,11,3685,4136,3694,3781,3670,3428,410.0,30.0,55.0,56.0,47.0,17.0,41.0,70.0,31.0,64.0,53.0,54.0,40.0
,2012-04-02,7,12,4101,2974,3473,3478,3278,3818,490.0,23.0,15.0,22.0,25.0,28.0,39.0,18.0,43.0,52.0,67.0,44.0,75.0
,2012-04-04,2,1,3473,3936,3561,2959,4554,4640,1220.0,28.0,39.0,24.0,63.0,46.0,59.0,75.0,11.0,31.0,16.0,41.0,29.0
,2012-04-04,5,2,3826,3989,4058,3753,2904,4635,1130.0,49.0,12.0,62.0,35.0,37.0,50.0,21.0,28.0,32.0,19.0,27.0,22.0
,2012-04-04,5,3,2974,3636,4253,3818,3073,4632,1090.0,22.0,25.0,67.0,46.0,29.0,54.0,44.0,75.0,38.0,34.0,45.0,62.0
,2012-04-04,9,4,3670,3694,4185,3679,4010,4047,800.0,64.0,53.0,17.0,41.0,58.0,65.0,66.0,21.0,51.0,20.0,74.0,48.0
,2012-04-04,1,5,4033,3224,2958,4391,4393,4554,680.0,50.0,45.0,13.0,56.0,68.0,33.0,65.0,61.0,25.0,64.0,31.0,16.0
,2012-04-04,29,7,3660,3278,3428,3685,4640,3883,1790.0,55.0,76.0,52.0,67.0,54.0,40.0,30.0,55.0,41.0,29.0,20.0,24.0
,2012-04-04,68,8,3561,3753,4331,4342,3636,4101,6360.0,46.0,59.0,21.0,28.0,34.0,32.0,47.0,23.0,67.0,46.0,23.0,15.0
,2012-04-12,102,1,4008,4366,3813,4320,3984,4019,23860.0,49.0,51.0,55.0,68.0,72.0,50.0,64.0,24.0,53.0,15.0,32.0,18.0
,2012-04-12,24,3,3773,4292,3576,4276,4140,3897,5740.0,68.0,73.0,23.0,57.0,48.0,67.0,14.0,48.0,57.0,47.0,52.0,41.0
,2012-04-12,5,4,3502,3251,4205,3612,4049,3568,1290.0,15.0,31.0,43.0,39.0,76.0,26.0,54.0,22.0,56.0,49.0,20.0,69.0
,2012-04-12,24,5,3529,3966,4364,4370,3992,3941,2670.0,46.0,61.0,40.0,20.0,12.0,13.0,11.0,65.0,27.0,74.0,73.0,19.0
,2012-04-12,10,6,4264,4193,4366,3557,4174,3983,3780.0,66.0,44.0,26.0,62.0,55.0,68.0,17.0,21.0,35.0,75.0,47.0,14.0
,2012-04-12,96,7,3349,3933,4320,3942,3555,4070,20050.0,74.0,17.0,22.0,12.0,64.0,24.0,63.0,59.0,36.0,52.0,16.0,76.0
,2012-04-12,62,9,3612,4168,3984,3422,4418,4140,9560.0,54.0,22.0,31.0,64.0,53.0,15.0,21.0,35.0,13.0,53.0,57.0,47.0
,2012-04-12,66,10,3908,3576,3941,3983,3613,4205,36690.0,33.0,55.0,48.0,67.0,73.0,19.0,47.0,14.0,50.0,23.0,76.0,26.0
,2012-04-12,19,11,3557,3773,3251,4008,3572,3942,3600.0,17.0,21.0,68.0,73.0,43.0,39.0,49.0,51.0,28.0,70.0,63.0,59.0
,2012-04-12,61,12,3783,3946,2992,4024,3779,4096,2890.0,30.0,40.0,70.0,66.0,65.0,37.0,71.0,46.0,51.0,72.0,60.0,45.0
,2012-04-13,10,1,4096,3349,3572,4364,3568,3908,1930.0,60.0,45.0,74.0,17.0,28.0,70.0,12.0,13.0,20.0,69.0,33.0,55.0
,2012-04-13,7,2,3984,3555,3502,4193,3933,3779,2400.0,53.0,15.0,36.0,52.0,15.0,31.0,26.0,62.0,22.0,12.0,51.0,72.0
,2012-04-13,1,3,3992,4370,4276,4174,4292,2992,3990.0,27.0,74.0,11.0,65.0,14.0,48.0,35.0,75.0,23.0,57.0,65.0,37.0
,2012-04-13,2,4,3703,3529,3978,3966,4008,3783,2810.0,59.0,27.0,46.0,61.0,19.0,16.0,40.0,20.0,49.0,51.0,30.0,40.0
,2012-04-13,15,5,4070,4364,3946,4205,4019,4366,2430.0,16.0,76.0,12.0,13.0,70.0,66.0,76.0,26.0,32.0,18.0,55.0,68.0
,2012-04-13,10,6,3576,4024,4168,3908,4193,3773,3310.0,48.0,67.0,71.0,46.0,31.0,64.0,33.0,55.0,26.0,62.0,68.0,73.0
