,date,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,2019-04-07,16650.0,1,4678,24.0,22.0,4900,35.0,18.0,4300,39.0,58.0,4689,40.0,52.0,4349,34.0,40.0,4994,57.0,14.0,20
,2019-04-07,1740.0,2,4804,19.0,24.0,4590,58.0,42.0,4450,22.0,27.0,4627,56.0,12.0,4726,69.0,28.0,4765,32.0,43.0,42
,2019-04-07,910.0,3,4443,11.0,62.0,4844,21.0,53.0,4282,72.0,33.0,4764,64.0,66.0,4519,41.0,36.0,5021,12.0,15.0,3
,2019-04-07,6920.0,4,4482,13.0,11.0,4758,36.0,47.0,4897,70.0,72.0,4819,61.0,23.0,4746,68.0,26.0,4936,71.0,45.0,63
,2019-04-07,1250.0,5,4843,62.0,20.0,4530,65.0,46.0,4900,35.0,18.0,4773,42.0,19.0,5045,38.0,63.0,4286,20.0,65.0,21
,2019-04-07,2520.0,7,4689,40.0,52.0,4414,14.0,13.0,4611,31.0,55.0,4519,41.0,36.0,4804,19.0,24.0,4997,30.0,73.0,50
,2019-04-07,9500.0,8,4844,21.0,53.0,4484,63.0,17.0,4726,69.0,28.0,4897,70.0,72.0,4994,57.0,14.0,4399,54.0,75.0,106
,2019-04-07,22690.0,9,4746,68.0,26.0,4843,62.0,20.0,4627,56.0,12.0,4349,34.0,40.0,4965,43.0,64.0,4764,64.0,66.0,24
,2019-04-07,2610.0,10,4246,23.0,39.0,4450,22.0,27.0,4758,36.0,47.0,4224,17.0,37.0,4678,24.0,22.0,4282,72.0,33.0,1
,2019-04-07,1780.0,11,4590,58.0,42.0,4300,39.0,58.0,4936,71.0,45.0,4286,20.0,65.0,5021,12.0,15.0,4313,66.0,21.0,1
,2019-04-07,3000.0,12,4530,65.0,46.0,4399,54.0,75.0,4443,11.0,62.0,4482,13.0,11.0,4546,26.0,25.0,4611,31.0,55.0,10
,2019-04-08,780.0,1,4627,56.0,12.0,4246,23.0,39.0,4773,42.0,19.0,4965,43.0,64.0,4414,14.0,13.0,5045,38.0,63.0,5
,2019-04-08,1030.0,2,4313,66.0,21.0,4224,17.0,37.0,4519,41.0,36.0,4530,65.0,46.0,4758,36.0,47.0,4819,61.0,23.0,62
,2019-04-08,7120.0,3,4611,31.0,55.0,4746,68.0,26.0,4891,47.0,74.0,4443,11.0,62.0,5030,55.0,31.0,4590,58.0,42.0,24
,2019-04-08,420.0,4,4399,54.0,75.0,4726,69.0,28.0,4765,32.0,43.0,4282,72.0,33.0,4300,39.0,58.0,5021,12.0,15.0,3
,2019-04-08,4370.0,5,4450,22.0,27.0,4286,20.0,65.0,4246,23.0,39.0,4994,57.0,14.0,4843,62.0,20.0,4804,19.0,24.0,6
,2019-04-08,8920.0,7,4484,63.0,17.0,4773,42.0,19.0,4819,61.0,23.0,4611,31.0,55.0,4689,40.0,52.0,4678,24.0,22.0,32
,2019-04-08,1210.0,8,4300,39.0,58.0,4546,26.0,25.0,4590,58.0,42.0,4900,35.0,18.0,4627,56.0,12.0,4897,70.0,72.0,27
,2019-04-08,4840.0,9,4891,47.0,74.0,4965,43.0,64.0,4804,19.0,24.0,4997,30.0,67.0,4530,65.0,46.0,4726,69.0,28.0,86
,2019-04-08,1110.0,10,4765,32.0,43.0,4482,13.0,30.0,4224,17.0,37.0,4843,62.0,20.0,5045,38.0,63.0,4443,11.0,62.0,21
,2019-04-08,2600.0,11,4519,41.0,36.0,4349,34.0,40.0,4399,54.0,75.0,4484,63.0,17.0,4450,22.0,27.0,5030,55.0,31.0,54
,2019-04-08,6520.0,12,4546,26.0,25.0,4764,64.0,66.0,4286,20.0,65.0,4678,24.0,22.0,4844,21.0,53.0,4746,68.0,26.0,14
,2019-04-09,5250.0,1,4611,31.0,55.0,4897,70.0,72.0,4282,72.0,33.0,4936,71.0,45.0,4224,17.0,37.0,5030,55.0,31.0,12
,2019-04-09,14810.0,2,4443,11.0,62.0,4678,24.0,22.0,4349,34.0,40.0,4399,54.0,75.0,4773,42.0,19.0,4627,56.0,12.0,52
,2019-04-09,2250.0,3,4726,69.0,28.0,4891,47.0,74.0,4764,64.0,66.0,4450,22.0,27.0,4484,63.0,17.0,4900,35.0,18.0,69
,2019-04-09,6070.0,6,4349,34.0,40.0,4611,31.0,55.0,4844,21.0,53.0,5045,38.0,63.0,4590,58.0,42.0,4965,43.0,64.0,2
,2019-04-09,3250.0,7,4224,17.0,37.0,4627,56.0,12.0,4843,62.0,20.0,4726,69.0,28.0,4994,57.0,14.0,4519,41.0,36.0,9
,2019-04-09,9170.0,8,4764,64.0,66.0,4282,72.0,33.0,4804,19.0,24.0,5030,55.0,31.0,4482,13.0,30.0,4773,42.0,19.0,85
,2019-04-09,4450.0,9,4414,14.0,13.0,4443,11.0,62.0,4965,43.0,64.0,4746,68.0,26.0,5021,12.0,15.0,4450,22.0,27.0,38
,2019-04-09,2540.0,10,4286,20.0,65.0,4819,61.0,23.0,4689,40.0,52.0,4313,66.0,21.0,4399,54.0,75.0,4891,47.0,74.0,73
,2019-04-09,1590.0,11,4758,36.0,47.0,4936,71.0,45.0,4678,24.0,22.0,4546,26.0,25.0,4900,35.0,18.0,4994,57.0,14.0,9
,2019-04-09,2540.0,12,4482,13.0,30.0,4519,41.0,36.0,4530,65.0,46.0,4590,58.0,42.0,4246,23.0,39.0,4484,63.0,17.0,10
,2019-04-10,640.0,1,4590,58.0,42.0,4891,47.0,74.0,4746,68.0,26.0,4246,23.0,39.0,4844,21.0,53.0,5021,12.0,15.0,6
,2019-04-10,560.0,2,4450,22.0,27.0,4726,69.0,28.0,4482,13.0,30.0,4804,19.0,24.0,4936,71.0,45.0,4300,39.0,58.0,6
,2019-04-10,960.0,3,4546,26.0,25.0,4349,34.0,40.0,4758,36.0,47.0,4443,11.0,62.0,5045,38.0,63.0,4224,17.0,37.0,6
,2019-04-10,790.0,4,4530,65.0,46.0,4286,20.0,65.0,4484,63.0,17.0,4773,42.0,19.0,4947,29.0,54.0,5030,55.0,31.0,9
,2019-04-10,3360.0,5,4282,72.0,33.0,4764,64.0,66.0,4399,54.0,75.0,4938,53.0,71.0,4678,24.0,22.0,4891,47.0,74.0,25
,2019-04-10,11410.0,7,4900,35.0,18.0,4804,19.0,24.0,4414,14.0,13.0,5021,12.0,15.0,4627,56.0,12.0,4349,34.0,40.0,92
,2019-04-10,1450.0,9,4773,42.0,19.0,4746,68.0,26.0,4843,62.0,20.0,4450,22.0,27.0,4938,53.0,71.0,4758,36.0,47.0,65
,2019-04-10,3590.0,10,4678,24.0,22.0,4246,23.0,39.0,4819,61.0,23.0,4482,13.0,30.0,4286,20.0,65.0,5045,38.0,63.0,1
,2019-04-10,2150.0,11,4627,56.0,12.0,4844,21.0,53.0,4530,65.0,46.0,4765,32.0,43.0,4443,11.0,62.0,4901,16.0,38.0,53
,2019-04-10,830.0,12,4399,54.0,75.0,4313,66.0,21.0,4611,31.0,55.0,4546,26.0,25.0,4414,14.0,13.0,4843,62.0,20.0,2
,2019-04-11,2980.0,1,4764,64.0,66.0,4689,40.0,52.0,4947,29.0,54.0,4224,17.0,37.0,4484,63.0,17.0,5045,38.0,63.0,13
,2019-04-11,1160.0,2,4546,26.0,25.0,4938,53.0,71.0,4773,42.0,19.0,4994,57.0,14.0,4804,19.0,24.0,4519,41.0,36.0,3
,2019-04-11,46960.0,3,4611,31.0,55.0,4246,23.0,39.0,4678,24.0,22.0,4900,35.0,18.0,4765,32.0,43.0,4627,56.0,12.0,82
,2019-04-11,3460.0,4,4482,13.0,30.0,4443,11.0,62.0,4282,72.0,33.0,4843,62.0,20.0,4901,16.0,38.0,5030,55.0,31.0,21
,2019-04-11,4020.0,5,4746,68.0,26.0,4936,71.0,45.0,4726,69.0,28.0,4947,29.0,54.0,4399,54.0,75.0,4819,61.0,23.0,23
,2019-04-11,740.0,6,4349,34.0,40.0,4286,20.0,65.0,4891,47.0,74.0,4450,22.0,27.0,4994,57.0,14.0,4590,58.0,42.0,9
,2019-04-11,3460.0,7,4313,66.0,21.0,4484,63.0,17.0,4938,53.0,71.0,5045,38.0,63.0,4900,35.0,18.0,4414,14.0,13.0,41
,2019-04-11,2490.0,8,4300,39.0,58.0,4282,72.0,33.0,4844,21.0,53.0,4689,40.0,52.0,4530,65.0,46.0,5021,12.0,15.0,3
,2019-04-11,1330.0,9,4726,69.0,28.0,4224,17.0,37.0,4765,32.0,43.0,4901,16.0,38.0,5030,55.0,31.0,4758,36.0,47.0,6
,2019-04-11,670.0,10,4399,54.0,75.0,4546,26.0,25.0,4627,56.0,12.0,4349,34.0,40.0,4246,23.0,39.0,4764,64.0,66.0,2
,2019-04-11,930.0,11,4450,22.0,27.0,4482,13.0,30.0,4590,58.0,42.0,4746,68.0,26.0,4936,71.0,45.0,4678,24.0,22.0,3
,2019-04-11,610.0,12,4530,65.0,46.0,4611,31.0,55.0,4313,66.0,21.0,4443,11.0,62.0,4773,42.0,19.0,4300,39.0,58.0,5
,2019-04-12,3870.0,1,4678,24.0,22.0,4843,62.0,20.0,4891,47.0,74.0,4414,14.0,13.0,4938,53.0,71.0,4994,57.0,14.0,8
,2019-04-12,1050.0,2,4590,58.0,42.0,4224,17.0,37.0,4924,59.0,35.0,4300,39.0,58.0,4286,20.0,65.0,4519,41.0,36.0,3
,2019-04-12,2050.0,3,4443,11.0,62.0,4765,32.0,43.0,4484,63.0,17.0,4936,71.0,45.0,4804,19.0,24.0,5030,55.0,31.0,14
,2019-04-12,400.0,4,4627,56.0,12.0,4726,69.0,28.0,4947,29.0,54.0,4282,72.0,33.0,4901,16.0,38.0,5021,12.0,15.0,2
,2019-04-12,2580.0,5,4758,36.0,47.0,4773,42.0,19.0,4689,40.0,52.0,4746,68.0,26.0,4891,47.0,74.0,4349,34.0,40.0,64
,2019-04-12,840.0,6,4764,64.0,66.0,4900,35.0,18.0,4246,23.0,39.0,4924,59.0,35.0,5045,38.0,63.0,4844,21.0,53.0,5
,2019-04-12,34780.0,7,4901,16.0,38.0,4414,14.0,13.0,4224,17.0,37.0,4484,63.0,17.0,4611,31.0,55.0,4819,61.0,23.0,19
,2019-04-12,1700.0,8,4286,20.0,65.0,4938,53.0,71.0,4765,32.0,43.0,4689,40.0,52.0,4282,72.0,33.0,4947,29.0,54.0,2
,2019-04-12,3810.0,9,4804,19.0,24.0,4844,21.0,53.0,4843,62.0,20.0,4758,36.0,47.0,4994,57.0,14.0,4726,69.0,28.0,8
,2019-04-12,1100.0,10,4349,34.0,40.0,4590,58.0,42.0,4300,39.0,58.0,4443,11.0,62.0,4678,24.0,22.0,4246,23.0,39.0,3
,2019-04-12,17350.0,11,4611,31.0,55.0,4936,71.0,45.0,4627,56.0,12.0,4764,64.0,66.0,4746,68.0,26.0,4773,42.0,19.0,45
,2019-04-12,1270.0,12,4530,65.0,46.0,4450,22.0,27.0,4399,54.0,75.0,4546,26.0,25.0,4482,13.0,30.0,4313,66.0,21.0,6
,2019-04-19,2490.0,1,4472,53.0,25.0,2958,34.0,32.0,4475,43.0,40.0,3911,57.0,46.0,4521,38.0,35.0,4980,39.0,26.0,11
,2019-04-19,680.0,2,4515,55.0,37.0,4431,26.0,18.0,4350,66.0,68.0,4159,35.0,72.0,4526,24.0,42.0,4633,30.0,27.0,6
,2019-04-19,1380.0,3,3711,62.0,41.0,3989,42.0,39.0,4798,64.0,66.0,4513,63.0,59.0,4247,31.0,70.0,4119,13.0,21.0,7
,2019-04-19,640.0,4,4099,16.0,23.0,3514,36.0,31.0,4005,32.0,29.0,2912,58.0,34.0,2014,11.0,61.0,4763,69.0,50.0,3
,2019-04-19,800.0,5,2958,34.0,32.0,3897,23.0,48.0,4887,19.0,43.0,3522,56.0,53.0,4467,40.0,65.0,3742,71.0,56.0,32
,2019-04-19,1860.0,6,4475,43.0,40.0,4376,17.0,30.0,4112,14.0,12.0,4633,30.0,27.0,4333,29.0,52.0,4134,41.0,64.0,8
,2019-04-19,1150.0,7,3989,42.0,39.0,3243,20.0,57.0,4159,35.0,72.0,3532,59.0,47.0,4264,21.0,22.0,5022,12.0,17.0,55
,2019-04-19,5600.0,8,4798,64.0,66.0,3911,57.0,46.0,4522,70.0,55.0,4515,55.0,37.0,4567,22.0,49.0,2912,58.0,34.0,43
,2019-04-19,2550.0,9,4005,32.0,29.0,4526,24.0,42.0,3742,71.0,56.0,4247,31.0,70.0,3325,68.0,16.0,4188,54.0,63.0,4
,2019-04-19,750.0,10,4467,40.0,65.0,4559,61.0,51.0,3711,62.0,41.0,4763,69.0,50.0,4350,66.0,68.0,3202,47.0,69.0,13
,2019-04-19,5300.0,11,4431,26.0,18.0,3245,65.0,44.0,4134,41.0,64.0,4041,72.0,60.0,3514,36.0,31.0,4887,19.0,43.0,10
,2019-04-19,3530.0,12,3897,23.0,48.0,3532,59.0,47.0,4099,16.0,23.0,4376,17.0,30.0,4513,63.0,59.0,4522,70.0,55.0,15
,2019-04-20,870.0,1,4522,70.0,55.0,3325,68.0,16.0,4041,72.0,60.0,4119,13.0,21.0,3202,47.0,69.0,5022,12.0,17.0,5
,2019-04-20,3410.0,2,4376,17.0,30.0,4798,64.0,66.0,3897,23.0,48.0,3514,36.0,31.0,3911,57.0,46.0,4112,14.0,12.0,52
,2019-04-20,4070.0,3,4559,61.0,51.0,2912,58.0,34.0,4521,38.0,35.0,4472,53.0,25.0,4159,35.0,72.0,4005,32.0,29.0,42
,2019-04-20,2290.0,5,4887,19.0,43.0,4350,66.0,68.0,3202,47.0,69.0,3245,65.0,44.0,4475,43.0,40.0,3522,56.0,53.0,40
,2019-04-20,1030.0,6,4041,72.0,60.0,4134,41.0,64.0,2014,11.0,61.0,4333,29.0,52.0,3742,71.0,56.0,4099,16.0,23.0,1
,2019-04-20,2600.0,7,4567,22.0,49.0,4515,55.0,37.0,4763,69.0,50.0,5022,12.0,17.0,3532,59.0,47.0,3514,36.0,31.0,17
,2019-04-20,82880.0,8,4247,31.0,70.0,4633,30.0,27.0,4264,21.0,22.0,4112,14.0,12.0,4522,70.0,55.0,3243,20.0,57.0,78
,2019-04-20,870.0,9,4521,38.0,35.0,3711,62.0,41.0,4119,13.0,21.0,4467,40.0,65.0,4376,17.0,30.0,4431,26.0,18.0,3
,2019-04-20,450.0,10,4159,35.0,72.0,3522,56.0,53.0,3325,68.0,16.0,4099,16.0,23.0,4980,39.0,26.0,4798,64.0,66.0,2
