,date,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,2012-04-01,1900.0,1,3075,55.0,36.0,3276,53.0,56.0,3496,14.0,54.0,3298,23.0,19.0,3658,12.0,34.0,4250,30.0,27.0,6
,2012-04-01,17790.0,2,4000,61.0,22.0,3025,46.0,16.0,3580,58.0,24.0,4269,22.0,13.0,3834,29.0,50.0,3105,25.0,31.0,84
,2012-04-01,2020.0,3,2930,31.0,52.0,3968,16.0,46.0,2795,26.0,11.0,4236,24.0,60.0,3432,63.0,59.0,3225,62.0,18.0,67
,2012-04-01,6310.0,4,3862,35.0,40.0,3310,11.0,63.0,3578,60.0,70.0,3618,57.0,47.0,3784,43.0,68.0,4274,19.0,17.0,64
,2012-04-01,9490.0,5,3496,14.0,54.0,3541,37.0,49.0,4005,64.0,64.0,3615,15.0,58.0,3829,13.0,45.0,4333,56.0,20.0,70
,2012-04-01,2370.0,6,3177,49.0,73.0,3056,50.0,32.0,3698,65.0,72.0,4222,59.0,25.0,4252,42.0,48.0,3834,29.0,50.0,68
,2012-04-01,4500.0,7,3025,46.0,16.0,3308,48.0,53.0,3658,12.0,34.0,3968,16.0,46.0,3121,17.0,65.0,4052,38.0,44.0,73
,2012-04-01,11340.0,8,3580,58.0,24.0,3618,57.0,47.0,3225,62.0,18.0,3435,40.0,39.0,4275,47.0,42.0,3298,23.0,19.0,41
,2012-04-01,10840.0,9,4103,27.0,62.0,2930,31.0,52.0,3105,25.0,31.0,4250,30.0,27.0,4333,56.0,20.0,3784,43.0,68.0,104
,2012-04-01,7310.0,10,2276,44.0,57.0,3075,55.0,36.0,3604,41.0,15.0,3578,60.0,70.0,4269,22.0,13.0,3615,15.0,58.0,11
,2012-04-01,4530.0,11,3276,53.0,56.0,4000,61.0,22.0,3121,17.0,65.0,3432,63.0,59.0,3827,67.0,51.0,4222,59.0,25.0,50
