,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,860.0,1,3548,47.0,58.0,2795,63.0,62.0,3668,57.0,21.0,3682,68.0,40.0,4652,38.0,73.0,3934,48.0,76.0,5
,470.0,2,3282,33.0,27.0,4202,16.0,49.0,4259,29.0,24.0,2568,26.0,25.0,3976,45.0,32.0,3459,70.0,20.0,1
,5220.0,3,2698,19.0,57.0,4217,66.0,17.0,4257,64.0,34.0,4547,41.0,48.0,4496,75.0,51.0,3946,12.0,64.0,107
,1750.0,4,3911,27.0,26.0,4109,28.0,16.0,3305,59.0,60.0,3346,43.0,54.0,4553,65.0,30.0,3257,50.0,44.0,1
,2670.0,5,3532,20.0,33.0,3668,57.0,21.0,3662,73.0,19.0,3969,69.0,45.0,4403,72.0,59.0,4624,36.0,43.0,41
,820.0,7,3869,53.0,72.0,3671,39.0,14.0,2795,63.0,62.0,4257,64.0,34.0,2568,26.0,25.0,4616,74.0,23.0,63
,1900.0,8,3729,71.0,75.0,3849,13.0,56.0,4403,72.0,59.0,4217,66.0,17.0,3379,30.0,22.0,4652,38.0,73.0,1
,1310.0,9,3682,68.0,40.0,4259,29.0,24.0,3765,76.0,70.0,4624,36.0,43.0,3946,12.0,64.0,3305,59.0,60.0,97
,4150.0,10,4356,56.0,47.0,4547,41.0,48.0,3548,47.0,58.0,3671,39.0,14.0,3257,50.0,44.0,4154,18.0,41.0,17
,9700.0,11,4109,28.0,16.0,3532,20.0,33.0,4236,49.0,71.0,4496,75.0,51.0,3619,11.0,29.0,3379,30.0,22.0,47
,2200.0,12,3849,13.0,56.0,3448,15.0,15.0,3911,27.0,26.0,3282,33.0,27.0,3349,35.0,69.0,3662,73.0,19.0,17
,580.0,1,4236,49.0,71.0,3729,71.0,75.0,3976,45.0,32.0,3765,76.0,70.0,3969,69.0,45.0,3934,48.0,76.0,1
,15260.0,2,4259,29.0,24.0,4217,66.0,17.0,4220,61.0,65.0,3257,50.0,44.0,4624,36.0,43.0,4616,74.0,23.0,95
