,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,1710.0,1,4451,58.0,27.0,4248,34.0,49.0,3964,53.0,29.0,3720,68.0,31.0,4846,56.0,69.0,4778,15.0,23.0,4
,1560.0,2,4230,35.0,66.0,3741,40.0,22.0,4249,62.0,60.0,4514,44.0,51.0,3860,49.0,68.0,4299,60.0,40.0,13
,540.0,3,3915,51.0,57.0,3997,57.0,36.0,3090,45.0,14.0,3477,52.0,25.0,4558,47.0,46.0,4116,74.0,16.0,2
,7050.0,4,4475,76.0,38.0,3982,54.0,34.0,3189,66.0,54.0,4572,72.0,75.0,3534,64.0,59.0,3278,46.0,74.0,82
,4620.0,6,4248,34.0,49.0,4163,43.0,62.0,3860,49.0,68.0,4234,37.0,26.0,3478,39.0,41.0,4384,75.0,28.0,20
,5810.0,7,3680,67.0,73.0,4514,44.0,51.0,4572,72.0,75.0,4558,47.0,46.0,4778,15.0,23.0,2930,38.0,70.0,105
,890.0,8,3964,53.0,29.0,3989,59.0,48.0,4212,55.0,30.0,3265,61.0,64.0,3090,45.0,14.0,4401,41.0,44.0,64
,15200.0,9,3233,70.0,13.0,4366,65.0,47.0,3477,52.0,25.0,3189,66.0,54.0,3338,71.0,56.0,4846,56.0,69.0,30
,36400.0,10,4163,43.0,62.0,3680,67.0,73.0,3278,46.0,74.0,4116,74.0,16.0,3508,50.0,32.0,4213,73.0,65.0,113
,1790.0,11,3997,57.0,36.0,3882,33.0,19.0,2930,38.0,70.0,4475,76.0,38.0,4401,41.0,44.0,4382,63.0,45.0,7
,3150.0,12,3265,61.0,64.0,4230,35.0,66.0,3915,51.0,57.0,4451,58.0,27.0,4384,75.0,28.0,3534,64.0,59.0,50
,1590.0,1,3278,46.0,74.0,3508,50.0,32.0,4234,37.0,26.0,3982,54.0,34.0,3964,53.0,29.0,3720,68.0,31.0,6
,6380.0,2,3882,33.0,19.0,4213,73.0,65.0,4299,60.0,40.0,3860,49.0,68.0,4842,69.0,35.0,4778,15.0,23.0,19
,4720.0,3,3338,71.0,56.0,3820,19.0,37.0,4116,74.0,16.0,4451,58.0,27.0,3915,51.0,57.0,3741,40.0,22.0,70
,1610.0,4,4401,41.0,44.0,4558,47.0,46.0,3989,59.0,48.0,4163,43.0,62.0,4248,34.0,49.0,3233,70.0,13.0,6
,6470.0,5,2930,38.0,70.0,4249,62.0,60.0,4514,44.0,51.0,4382,63.0,45.0,3720,68.0,31.0,3607,48.0,61.0,64
,1790.0,6,3508,50.0,32.0,4572,72.0,75.0,4366,65.0,47.0,3478,39.0,41.0,4778,15.0,23.0,3265,61.0,64.0,18
,1750.0,7,3090,45.0,14.0,3534,64.0,59.0,3982,54.0,34.0,4384,75.0,28.0,3680,67.0,73.0,4842,69.0,67.0,35
,2710.0,8,4116,74.0,16.0,4212,55.0,30.0,3997,57.0,36.0,3278,46.0,74.0,3189,66.0,54.0,4475,76.0,38.0,41
,1420.0,9,3477,52.0,25.0,4299,60.0,40.0,3265,61.0,64.0,3989,59.0,48.0,3741,40.0,22.0,4846,56.0,69.0,7
,5630.0,10,3534,64.0,59.0,3338,71.0,56.0,4401,41.0,44.0,4213,73.0,65.0,3233,70.0,13.0,3478,39.0,41.0,18
,1100.0,11,4384,75.0,28.0,4382,63.0,45.0,4451,58.0,27.0,3882,33.0,19.0,4475,76.0,38.0,4248,34.0,49.0,10
,1430.0,12,3997,57.0,36.0,4163,43.0,62.0,3680,67.0,73.0,2930,38.0,70.0,4230,35.0,66.0,3915,51.0,57.0,3
,6340.0,1,2930,38.0,70.0,3964,53.0,29.0,4514,44.0,51.0,3090,45.0,14.0,4299,60.0,40.0,4846,56.0,69.0,15
,5180.0,2,4451,58.0,27.0,3477,52.0,25.0,4213,73.0,65.0,3820,19.0,37.0,3508,50.0,32.0,3720,68.0,31.0,15
,990.0,3,3915,51.0,57.0,4382,63.0,45.0,3860,49.0,68.0,3278,46.0,74.0,3741,40.0,22.0,4212,55.0,30.0,1
,16130.0,4,3982,54.0,34.0,4249,62.0,60.0,3265,61.0,64.0,4401,41.0,44.0,3478,39.0,41.0,4842,69.0,67.0,93
,1840.0,5,4384,75.0,28.0,3189,66.0,54.0,4230,35.0,66.0,4234,37.0,26.0,4558,47.0,46.0,4778,15.0,23.0,42
,20480.0,6,3820,19.0,37.0,4514,44.0,51.0,3534,64.0,59.0,4116,74.0,16.0,4475,76.0,38.0,3607,48.0,61.0,89
,580.0,7,3680,67.0,73.0,4248,34.0,49.0,4366,65.0,47.0,3882,33.0,19.0,4212,55.0,30.0,3090,45.0,14.0,6
,940.0,8,3860,49.0,68.0,4572,72.0,75.0,3997,57.0,36.0,3189,66.0,54.0,3233,70.0,13.0,4846,56.0,69.0,5
,1680.0,9,4163,43.0,62.0,4234,37.0,26.0,3964,53.0,29.0,4249,62.0,60.0,3338,71.0,56.0,3989,59.0,48.0,2
,2940.0,10,3534,64.0,59.0,2930,38.0,70.0,3882,33.0,19.0,3915,51.0,57.0,3477,52.0,25.0,3278,46.0,74.0,22
,480.0,11,3997,57.0,36.0,4451,58.0,27.0,4401,41.0,44.0,4230,35.0,66.0,4248,34.0,49.0,4382,63.0,45.0,2
,6590.0,12,3265,61.0,64.0,4384,75.0,28.0,4116,74.0,16.0,4213,73.0,65.0,3680,67.0,73.0,4163,43.0,62.0,43
,14070.0,1,3278,46.0,74.0,3989,59.0,48.0,3478,39.0,41.0,4572,72.0,75.0,3982,54.0,34.0,4846,56.0,69.0,22
,2940.0,2,3680,67.0,73.0,3338,71.0,56.0,3860,49.0,68.0,3741,40.0,22.0,4249,62.0,60.0,3189,66.0,54.0,42
,3030.0,3,4382,63.0,45.0,4248,34.0,49.0,4558,47.0,46.0,4475,76.0,38.0,3964,53.0,29.0,3820,19.0,37.0,3
,11510.0,4,4401,41.0,44.0,3233,70.0,13.0,4212,55.0,30.0,4299,60.0,40.0,4384,75.0,28.0,4778,15.0,23.0,17
,1900.0,5,4451,58.0,27.0,3477,52.0,25.0,3741,40.0,22.0,3508,50.0,32.0,4514,44.0,51.0,4842,69.0,67.0,7
,810.0,6,3882,33.0,19.0,3478,39.0,41.0,4366,65.0,47.0,4558,47.0,46.0,3189,66.0,54.0,3915,51.0,57.0,1
,7410.0,7,4213,73.0,65.0,4299,60.0,40.0,3989,59.0,48.0,3090,45.0,14.0,4234,37.0,26.0,3964,53.0,29.0,53
,8300.0,8,4163,43.0,62.0,4212,55.0,30.0,4475,76.0,38.0,4451,58.0,27.0,3720,68.0,31.0,3982,54.0,34.0,4
,670.0,9,4366,65.0,47.0,3508,50.0,32.0,3338,71.0,56.0,3233,70.0,13.0,4572,72.0,75.0,3607,48.0,61.0,2
,1300.0,10,3915,51.0,57.0,4401,41.0,44.0,3680,67.0,73.0,4382,63.0,45.0,3477,52.0,25.0,3278,46.0,74.0,6
,1600.0,11,4384,75.0,28.0,3882,33.0,19.0,4213,73.0,65.0,4163,43.0,62.0,4248,34.0,49.0,3860,49.0,68.0,6
,1420.0,12,3997,57.0,36.0,2930,38.0,70.0,4116,74.0,16.0,3534,64.0,59.0,3265,61.0,64.0,4230,35.0,66.0,13
,690.0,1,3919,70.0,76.0,3818,54.0,26.0,4143,11.0,18.0,3658,76.0,63.0,4164,41.0,72.0,4872,16.0,36.0,1
,580.0,2,4113,27.0,43.0,4329,22.0,52.0,4591,51.0,51.0,4241,75.0,46.0,4879,43.0,23.0,4811,71.0,45.0,2
,1790.0,3,3587,29.0,12.0,4754,49.0,69.0,4142,50.0,71.0,3350,74.0,39.0,3868,46.0,55.0,4015,24.0,15.0,1
,5020.0,4,3736,31.0,35.0,4737,12.0,33.0,4568,47.0,75.0,4759,28.0,60.0,4871,55.0,31.0,4067,14.0,56.0,113
,2770.0,5,4140,13.0,65.0,4097,18.0,11.0,3818,54.0,26.0,4197,25.0,24.0,4786,26.0,20.0,3529,45.0,53.0,3
,8440.0,6,3658,76.0,63.0,4073,53.0,47.0,3974,48.0,57.0,4159,30.0,67.0,4851,44.0,40.0,4879,43.0,23.0,11
,1700.0,7,3799,23.0,30.0,4333,17.0,62.0,4164,41.0,72.0,4698,20.0,58.0,3809,21.0,61.0,4432,73.0,37.0,7
,9370.0,8,4143,11.0,18.0,4591,51.0,51.0,3587,29.0,12.0,4786,26.0,20.0,4759,28.0,60.0,4066,32.0,50.0,58
,1630.0,9,3974,48.0,57.0,3795,72.0,25.0,4737,12.0,33.0,4015,24.0,15.0,4811,71.0,45.0,4197,25.0,24.0,2
,23340.0,10,4159,30.0,67.0,4487,36.0,21.0,3809,21.0,61.0,3736,31.0,35.0,4676,52.0,17.0,3350,74.0,39.0,29
,18330.0,11,4073,53.0,47.0,4113,27.0,43.0,4140,13.0,65.0,4432,73.0,37.0,4568,47.0,75.0,4142,50.0,71.0,46
,14160.0,12,3795,72.0,25.0,3919,70.0,76.0,3529,45.0,53.0,4066,32.0,50.0,4067,14.0,56.0,4241,75.0,46.0,17
,5770.0,1,4015,24.0,15.0,4786,26.0,20.0,3818,54.0,26.0,3350,74.0,39.0,4698,20.0,58.0,4851,44.0,40.0,24
,1040.0,2,4241,75.0,46.0,4759,28.0,60.0,4097,18.0,11.0,4140,13.0,65.0,4871,55.0,31.0,4879,43.0,23.0,10
,1190.0,3,4142,50.0,71.0,3868,46.0,55.0,3736,31.0,35.0,4113,27.0,43.0,4329,22.0,52.0,4872,16.0,36.0,5
,47120.0,4,4197,25.0,24.0,4067,14.0,56.0,4754,49.0,69.0,4333,17.0,62.0,3974,48.0,57.0,4073,53.0,47.0,54
,2050.0,5,3809,21.0,61.0,4676,52.0,17.0,4737,12.0,33.0,4591,51.0,51.0,4143,11.0,18.0,3799,23.0,30.0,18
,930.0,7,3350,74.0,39.0,3529,45.0,53.0,4487,36.0,21.0,4097,18.0,11.0,3587,29.0,12.0,4811,71.0,45.0,3
,790.0,8,4432,73.0,37.0,4568,47.0,75.0,3799,23.0,30.0,3818,54.0,26.0,4754,49.0,69.0,4871,55.0,31.0,1
,1570.0,9,3868,46.0,55.0,4164,41.0,72.0,4333,17.0,62.0,4676,52.0,17.0,4851,44.0,40.0,3919,70.0,76.0,103
,3980.0,10,4066,32.0,50.0,4241,75.0,46.0,3809,21.0,61.0,4329,22.0,52.0,4487,36.0,21.0,3658,76.0,63.0,42
,3280.0,11,4067,14.0,56.0,4432,73.0,37.0,3795,72.0,25.0,3587,29.0,12.0,3736,31.0,35.0,4140,13.0,65.0,44
,13730.0,12,3529,45.0,53.0,4015,24.0,15.0,4073,53.0,47.0,3919,70.0,76.0,4159,30.0,67.0,4113,27.0,43.0,25
,1100.0,1,4067,14.0,56.0,3658,76.0,63.0,4143,11.0,18.0,4879,43.0,23.0,4811,71.0,45.0,4872,16.0,36.0,7
,910.0,2,3529,45.0,53.0,4676,52.0,17.0,4097,18.0,11.0,4754,49.0,69.0,4591,51.0,51.0,4851,44.0,40.0,9
,8000.0,3,4241,75.0,46.0,4142,50.0,71.0,4737,12.0,33.0,4197,25.0,24.0,4333,17.0,62.0,4698,20.0,58.0,43
,330.0,4,3799,23.0,30.0,4015,24.0,15.0,3736,31.0,35.0,4164,41.0,72.0,4759,28.0,60.0,4871,55.0,31.0,1
,2710.0,5,3795,72.0,25.0,4159,30.0,67.0,3974,48.0,57.0,3658,76.0,63.0,4851,44.0,40.0,3818,54.0,26.0,13
,940.0,6,4329,22.0,52.0,4143,11.0,18.0,3919,70.0,76.0,4676,52.0,17.0,3350,74.0,39.0,4568,47.0,75.0,6
,17720.0,7,4097,18.0,11.0,4786,26.0,20.0,4066,32.0,50.0,3587,29.0,12.0,4737,12.0,33.0,4811,71.0,45.0,33
,2350.0,8,3809,21.0,61.0,4197,25.0,24.0,4140,13.0,65.0,4591,51.0,51.0,4073,53.0,47.0,4879,43.0,23.0,53
,770.0,9,4487,36.0,21.0,4113,27.0,43.0,4333,17.0,62.0,4568,47.0,75.0,4432,73.0,37.0,3868,46.0,55.0,2
