,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,390.0,1,3517,47.0,11.0,4589,33.0,66.0,4164,12.0,55.0,3491,38.0,56.0,4801,18.0,67.0,4778,36.0,61.0,1
,950.0,2,3740,49.0,52.0,4045,16.0,57.0,3757,14.0,38.0,3964,34.0,76.0,3926,45.0,50.0,4268,22.0,45.0,1
,79280.0,3,4133,28.0,59.0,3990,13.0,72.0,4596,30.0,19.0,4678,56.0,47.0,4506,51.0,68.0,4167,32.0,30.0,38
,3540.0,4,3848,35.0,23.0,3906,29.0,69.0,4451,39.0,35.0,3565,46.0,21.0,4222,26.0,31.0,3919,31.0,27.0,17
,1260.0,5,3349,25.0,14.0,3818,20.0,46.0,3989,37.0,20.0,4464,53.0,49.0,3691,11.0,60.0,4773,48.0,34.0,5
,1230.0,6,2912,54.0,48.0,4596,30.0,19.0,3964,34.0,76.0,4450,19.0,64.0,4778,36.0,61.0,4072,43.0,63.0,19
,1570.0,7,3811,52.0,25.0,4145,40.0,13.0,3990,13.0,72.0,4451,39.0,35.0,3757,14.0,38.0,4257,23.0,32.0,9
,710.0,8,4089,44.0,33.0,3608,24.0,62.0,4506,51.0,68.0,3906,29.0,69.0,4164,12.0,55.0,4222,26.0,31.0,10
,950.0,9,4450,19.0,64.0,4464,53.0,49.0,4678,56.0,47.0,4045,16.0,57.0,4773,48.0,34.0,4801,18.0,67.0,5
,1230.0,10,3919,31.0,27.0,3926,45.0,50.0,3349,25.0,14.0,3740,49.0,52.0,4133,28.0,59.0,2912,54.0,48.0,9
,780.0,12,4320,21.0,26.0,3903,50.0,28.0,4347,27.0,18.0,4019,41.0,51.0,3788,15.0,53.0,4199,17.0,29.0,1
,1580.0,1,3837,29.0,73.0,4118,31.0,28.0,4497,68.0,24.0,4500,56.0,69.0,4061,71.0,48.0,4335,58.0,37.0,11
,1510.0,2,4292,69.0,44.0,4504,37.0,65.0,4064,74.0,53.0,4344,44.0,72.0,4112,72.0,32.0,3543,60.0,36.0,6
,1610.0,3,4096,43.0,38.0,4388,65.0,17.0,4174,62.0,26.0,3557,67.0,64.0,3522,19.0,29.0,4370,16.0,23.0,2
