,date,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,2020-04-10,1940.0,1,3419,27.0,52.0,3883,41.0,75.0,4550,31.0,22.0,4137,20.0,16.0,4779,73.0,15.0,4665,14.0,59.0,10
,2020-04-10,28770.0,2,3064,43.0,21.0,3577,52.0,65.0,4020,55.0,66.0,4725,74.0,45.0,4204,66.0,56.0,4710,24.0,43.0,120
,2020-04-10,1600.0,3,4059,32.0,31.0,3896,16.0,80.0,3642,56.0,72.0,4928,53.0,49.0,5112,11.0,61.0,3300,70.0,32.0,78
,2020-04-10,5950.0,4,4700,37.0,37.0,4216,75.0,23.0,4100,47.0,26.0,3227,44.0,69.0,3052,15.0,70.0,4203,46.0,19.0,28
,2020-04-10,4520.0,5,4779,73.0,15.0,4191,72.0,24.0,3881,49.0,44.0,3273,60.0,48.0,4551,36.0,58.0,4154,22.0,38.0,88
,2020-04-10,5810.0,6,4295,29.0,20.0,3482,62.0,78.0,4107,28.0,50.0,4665,14.0,59.0,3064,43.0,21.0,4440,68.0,14.0,19
,2020-04-10,9310.0,7,4035,67.0,63.0,3159,51.0,11.0,4928,53.0,49.0,4506,71.0,73.0,3977,21.0,33.0,3577,52.0,65.0,5
,2020-04-10,18480.0,8,4100,47.0,26.0,4204,66.0,56.0,4420,19.0,79.0,4550,31.0,22.0,3572,64.0,25.0,3642,56.0,72.0,69
,2020-04-10,2720.0,9,4396,48.0,30.0,4710,24.0,43.0,3300,70.0,32.0,4154,22.0,38.0,3335,38.0,34.0,4143,45.0,60.0,45
,2020-04-10,44180.0,10,3227,44.0,69.0,4506,71.0,73.0,4058,54.0,51.0,4059,32.0,31.0,4295,29.0,20.0,3881,49.0,44.0,61
,2020-04-10,25500.0,11,4137,20.0,16.0,4440,68.0,14.0,3572,64.0,25.0,3558,33.0,57.0,3896,16.0,80.0,4792,42.0,13.0,24
,2020-04-10,10360.0,12,3159,51.0,11.0,3963,59.0,29.0,4737,65.0,17.0,3909,23.0,74.0,4191,72.0,24.0,4216,75.0,23.0,65
,2020-04-11,7600.0,1,3482,62.0,78.0,4203,46.0,19.0,4440,68.0,14.0,3300,70.0,32.0,4792,42.0,13.0,4035,67.0,63.0,29
,2020-04-11,1920.0,2,3335,38.0,34.0,4420,19.0,79.0,3883,41.0,75.0,4710,24.0,43.0,4058,54.0,51.0,4204,66.0,56.0,22
,2020-04-11,1270.0,3,3977,21.0,33.0,4928,53.0,49.0,4143,45.0,60.0,4551,36.0,58.0,3419,27.0,52.0,3572,64.0,25.0,9
,2020-04-11,12900.0,4,4725,74.0,45.0,4154,22.0,38.0,3963,59.0,29.0,3881,49.0,44.0,4550,31.0,22.0,3558,33.0,57.0,57
,2020-04-11,8340.0,5,4020,55.0,66.0,4737,65.0,17.0,4216,75.0,23.0,3642,56.0,72.0,4203,46.0,19.0,3064,43.0,21.0,60
,2020-04-11,11260.0,7,4420,19.0,79.0,3227,44.0,69.0,4191,72.0,24.0,3482,62.0,78.0,4506,71.0,73.0,4137,20.0,16.0,40
,2020-04-11,1440.0,8,3273,60.0,48.0,4107,28.0,50.0,4792,42.0,13.0,4779,73.0,15.0,3963,59.0,29.0,3883,41.0,75.0,82
,2020-04-11,6480.0,9,4154,22.0,38.0,3419,27.0,52.0,4059,32.0,31.0,4396,48.0,30.0,3159,51.0,11.0,4737,65.0,17.0,7
,2020-04-11,23710.0,11,4191,72.0,24.0,4551,36.0,58.0,3909,23.0,74.0,4058,54.0,51.0,3577,52.0,65.0,4295,29.0,20.0,86
,2020-04-11,1990.0,12,4216,75.0,23.0,3572,64.0,25.0,4396,48.0,30.0,3896,16.0,80.0,3273,60.0,48.0,4100,47.0,26.0,9
,2020-04-12,3990.0,1,4107,28.0,50.0,4143,45.0,60.0,3064,43.0,21.0,4737,65.0,17.0,3881,49.0,44.0,5112,11.0,61.0,9
,2020-04-12,25750.0,2,4550,31.0,22.0,3335,38.0,34.0,4779,73.0,15.0,4203,46.0,19.0,3909,23.0,74.0,4058,54.0,51.0,71
,2020-04-12,1250.0,3,4506,71.0,73.0,4020,55.0,66.0,3273,60.0,48.0,4204,66.0,56.0,4396,48.0,30.0,3482,62.0,78.0,6
,2020-04-12,3460.0,4,3642,56.0,72.0,4059,32.0,31.0,4295,29.0,20.0,4100,47.0,26.0,4710,24.0,43.0,3227,44.0,69.0,26
,2020-04-12,2880.0,5,4665,14.0,59.0,3881,49.0,44.0,4551,36.0,58.0,4440,68.0,14.0,4035,67.0,63.0,3159,51.0,11.0,110
,2020-04-12,620.0,6,3963,59.0,29.0,4792,42.0,13.0,3419,27.0,52.0,4420,19.0,79.0,4143,45.0,60.0,3335,38.0,34.0,2
,2020-04-12,12600.0,8,3558,33.0,57.0,4725,74.0,45.0,4204,66.0,56.0,3064,43.0,21.0,4137,20.0,16.0,4779,73.0,15.0,74
