,date,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,2014-04-03,2620.0,1,3924,49.0,56.0,4638,48.0,11.0,4649,21.0,22.0,4015,52.0,21.0,3916,40.0,59.0,3989,20.0,54.0,61
,2014-04-03,4210.0,3,3051,60.0,36.0,3922,59.0,35.0,3516,15.0,37.0,3950,66.0,13.0,3436,41.0,69.0,4230,47.0,17.0,53
,2014-04-03,9560.0,4,3668,64.0,26.0,4483,12.0,55.0,4482,19.0,25.0,4120,57.0,14.0,3246,70.0,52.0,3136,61.0,40.0,25
,2014-04-03,5510.0,5,3947,45.0,27.0,4607,23.0,24.0,3813,11.0,33.0,3584,58.0,16.0,4649,21.0,22.0,2904,17.0,65.0,3
,2014-04-03,330.0,6,4055,43.0,18.0,4078,26.0,66.0,2871,14.0,50.0,4491,30.0,49.0,4127,53.0,62.0,4781,69.0,31.0,2
,2014-04-03,9240.0,7,4381,42.0,57.0,4019,35.0,32.0,4226,27.0,58.0,3922,59.0,35.0,4556,32.0,73.0,3805,44.0,45.0,18
,2014-04-03,1880.0,8,3990,62.0,30.0,3051,60.0,36.0,3177,39.0,29.0,4638,48.0,11.0,2841,34.0,39.0,4434,54.0,43.0,2
,2014-04-03,3220.0,9,4304,25.0,46.0,3947,45.0,27.0,3668,64.0,26.0,4230,47.0,17.0,3989,20.0,48.0,3381,55.0,53.0,114
,2014-04-03,1620.0,10,4399,22.0,68.0,3164,18.0,38.0,3805,44.0,45.0,3246,70.0,52.0,3950,66.0,13.0,3584,58.0,16.0,5
,2014-04-03,17270.0,11,4015,52.0,21.0,4120,57.0,14.0,4381,42.0,57.0,3990,62.0,30.0,3516,15.0,37.0,3963,33.0,44.0,56
,2014-04-03,1450.0,12,4019,35.0,72.0,4055,43.0,18.0,3381,55.0,53.0,3436,41.0,69.0,3813,11.0,33.0,4482,19.0,25.0,5
,2014-04-04,3460.0,1,2904,17.0,65.0,3950,66.0,13.0,4607,23.0,24.0,3805,44.0,45.0,2871,14.0,50.0,4491,30.0,49.0,68
,2014-04-04,1450.0,2,4078,26.0,66.0,4226,27.0,58.0,4230,47.0,17.0,4381,42.0,57.0,3924,49.0,56.0,4304,25.0,46.0,69
,2014-04-04,2360.0,3,3989,20.0,48.0,3813,11.0,33.0,4127,53.0,62.0,2841,34.0,39.0,4015,52.0,21.0,3177,39.0,29.0,67
,2014-04-04,7230.0,4,4434,54.0,43.0,3963,33.0,44.0,4556,32.0,73.0,4483,12.0,55.0,3164,18.0,38.0,3990,62.0,30.0,61
,2014-04-04,4160.0,5,4354,51.0,28.0,4482,19.0,25.0,3947,45.0,27.0,3051,60.0,36.0,4019,35.0,72.0,4607,23.0,24.0,87
,2014-04-04,3360.0,6,3381,55.0,53.0,2904,17.0,65.0,3136,61.0,40.0,4720,67.0,60.0,4781,69.0,31.0,4638,48.0,11.0,9
,2014-04-04,12870.0,7,4556,32.0,73.0,3916,40.0,59.0,4055,43.0,18.0,4399,22.0,68.0,3584,58.0,16.0,4649,21.0,22.0,64
,2014-04-04,2970.0,8,4120,57.0,14.0,4434,54.0,43.0,3922,59.0,35.0,4226,27.0,58.0,3947,45.0,27.0,2871,14.0,50.0,10
,2014-04-04,1090.0,9,4230,47.0,17.0,3436,41.0,69.0,2841,34.0,39.0,4482,19.0,25.0,4491,30.0,49.0,3164,18.0,38.0,1
,2014-04-04,1250.0,10,3813,11.0,33.0,3246,70.0,52.0,4078,26.0,66.0,4055,43.0,18.0,3990,62.0,30.0,3668,64.0,26.0,2
,2014-04-04,13540.0,11,3516,15.0,37.0,3805,44.0,45.0,3584,58.0,16.0,3381,55.0,53.0,4381,42.0,57.0,4483,12.0,55.0,97
,2014-04-04,8770.0,12,3436,41.0,69.0,4399,22.0,68.0,4015,52.0,21.0,3963,33.0,44.0,4304,25.0,46.0,4019,35.0,72.0,103
