,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,16650.0,1,4678,24.0,22.0,4900,35.0,18.0,4300,39.0,58.0,4689,40.0,52.0,4349,34.0,40.0,4994,57.0,14.0,20
,1740.0,2,4804,19.0,24.0,4590,58.0,42.0,4450,22.0,27.0,4627,56.0,12.0,4726,69.0,28.0,4765,32.0,43.0,42
,910.0,3,4443,11.0,62.0,4844,21.0,53.0,4282,72.0,33.0,4764,64.0,66.0,4519,41.0,36.0,5021,12.0,15.0,3
,6920.0,4,4482,13.0,11.0,4758,36.0,47.0,4897,70.0,72.0,4819,61.0,23.0,4746,68.0,26.0,4936,71.0,45.0,63
,1250.0,5,4843,62.0,20.0,4530,65.0,46.0,4900,35.0,18.0,4773,42.0,19.0,5045,38.0,63.0,4286,20.0,65.0,21
,2520.0,7,4689,40.0,52.0,4414,14.0,13.0,4611,31.0,55.0,4519,41.0,36.0,4804,19.0,24.0,4997,30.0,73.0,50
,9500.0,8,4844,21.0,53.0,4484,63.0,17.0,4726,69.0,28.0,4897,70.0,72.0,4994,57.0,14.0,4399,54.0,75.0,106
,22690.0,9,4746,68.0,26.0,4843,62.0,20.0,4627,56.0,12.0,4349,34.0,40.0,4965,43.0,64.0,4764,64.0,66.0,24
,2610.0,10,4246,23.0,39.0,4450,22.0,27.0,4758,36.0,47.0,4224,17.0,37.0,4678,24.0,22.0,4282,72.0,33.0,1
,1780.0,11,4590,58.0,42.0,4300,39.0,58.0,4936,71.0,45.0,4286,20.0,65.0,5021,12.0,15.0,4313,66.0,21.0,1
,3000.0,12,4530,65.0,46.0,4399,54.0,75.0,4443,11.0,62.0,4482,13.0,11.0,4546,26.0,25.0,4611,31.0,55.0,10
,780.0,1,4627,56.0,12.0,4246,23.0,39.0,4773,42.0,19.0,4965,43.0,64.0,4414,14.0,13.0,5045,38.0,63.0,5
,1030.0,2,4313,66.0,21.0,4224,17.0,37.0,4519,41.0,36.0,4530,65.0,46.0,4758,36.0,47.0,4819,61.0,23.0,62
,7120.0,3,4611,31.0,55.0,4746,68.0,26.0,4891,47.0,74.0,4443,11.0,62.0,5030,55.0,31.0,4590,58.0,42.0,24
